bank,heldout,batch,true_context,candidate,consistency_js,flip_top1_agreement,entropy_original,entropy_flip,prob_margin_original,js_to_zero_original
A,B,0,brightness_dark,clean,0.0005374203910786498,0.9500000000000001,1.7403706446639298,1.7483850087450734,0.15302475496173695,0.0
A,B,0,brightness_dark,brightness_dark,0.0018834273961735055,0.9500000000000001,1.582812357732999,1.582057009794884,0.24657015233802604,0.08432687597319413
A,B,0,brightness_dark,contrast_low,0.001150797055743469,0.9500000000000001,1.4928161991104152,1.5067932115410523,0.2638790071705264,0.14548972928312462
A,B,0,brightness_dark,gaussian_noise,0.0004945942525572516,1.0,1.7695899998156113,1.777470240246953,0.16235706349855586,0.003601985060685117
A,B,0,brightness_dark,gaussian_blur,0.0007328784520034257,0.9500000000000001,1.7283085465104115,1.7403198811264429,0.1722292563162797,0.01554696117176676
A,B,1,brightness_dark,clean,0.000534359005661027,0.9500000000000001,1.754869723893285,1.7507000832258006,0.12265839725468726,0.0
A,B,1,brightness_dark,brightness_dark,0.002650490561011225,0.9,1.5909266195583815,1.5698620348978087,0.1724412722374754,0.08003663133325785
A,B,1,brightness_dark,contrast_low,0.0013397277829352095,0.9,1.393710172833327,1.3901396671547337,0.3119482795361723,0.16262468575264186
A,B,1,brightness_dark,gaussian_noise,0.00045275119435456894,0.8500000000000001,1.7884489365066583,1.7842682064048312,0.14712997572527012,0.0037414607465988143
A,B,1,brightness_dark,gaussian_blur,0.0007907236252872477,0.9,1.7311222458771156,1.725949201984161,0.11506256548544491,0.0174488496759914
A,B,2,brightness_dark,clean,0.000790527256235723,0.9,1.7501135297170713,1.751883570106378,0.16750931515925271,0.0
A,B,2,brightness_dark,brightness_dark,0.0035308357728041427,0.8500000000000001,1.4782149146409649,1.4975935568674381,0.30282033666233077,0.09959835667978918
A,B,2,brightness_dark,contrast_low,0.0021999412906754203,1.0,1.382868347742305,1.376341298940913,0.33206749487761505,0.16113919130985646
A,B,2,brightness_dark,gaussian_noise,0.0006576378011319159,0.9,1.7878913970414692,1.7854277701429417,0.17820113425420311,0.004210442559824268
A,B,2,brightness_dark,gaussian_blur,0.0012687317372312775,0.9500000000000001,1.6854586134500567,1.6959492887865495,0.1890090124105568,0.02168820731978329
A,B,3,brightness_dark,clean,0.0006941082136440366,0.9500000000000001,1.7770612378288335,1.7839988115532472,0.17801034233492824,0.0
A,B,3,brightness_dark,brightness_dark,0.0030209398677772405,0.9500000000000001,1.4898230201701792,1.4876708698892096,0.2651883049290838,0.13362286113670416
A,B,3,brightness_dark,contrast_low,0.0014413355151668757,0.9,1.2443852353298464,1.236005669811139,0.396234390621953,0.22376278038269906
A,B,3,brightness_dark,gaussian_noise,0.0005400854049113113,1.0,1.8006464950226402,1.8039316648733974,0.18698756085395554,0.0037801994143147606
A,B,3,brightness_dark,gaussian_blur,0.0012285491155741143,0.8,1.763783317686297,1.778413677595745,0.16596645437968408,0.024462772739830826
A,B,0,contrast_low,clean,0.00021438949082854398,0.9500000000000001,1.7719839131943111,1.7738270707524137,0.17074473722734052,0.0
A,B,0,contrast_low,brightness_dark,0.001728623840125054,0.9500000000000001,1.5240472015779174,1.5179136260573496,0.1931842195489283,0.07692970900341285
A,B,0,contrast_low,contrast_low,0.0006806499050541317,0.9500000000000001,1.5599108562349118,1.5653503826449569,0.28699833084795334,0.08437767950496225
A,B,0,contrast_low,gaussian_noise,0.0001931147280297801,0.9500000000000001,1.8311136565597452,1.8326055564739379,0.11217645526655429,0.005116016696546453
A,B,0,contrast_low,gaussian_blur,0.00030491237123416993,1.0,1.7257683489470932,1.7269018458393217,0.2096629004319086,0.008394731655292956
A,B,1,contrast_low,clean,0.0003916188292728623,0.9,1.7713264030540252,1.7664725914300872,0.13692273070403435,0.0
A,B,1,contrast_low,brightness_dark,0.0027372529830692856,0.9,1.4973651643278385,1.486848253896073,0.24156332642736036,0.09417081449448134
A,B,1,contrast_low,contrast_low,0.0009079686654984913,1.0,1.538152335933563,1.5329750309634056,0.2791757273525624,0.08692855346052884
A,B,1,contrast_low,gaussian_noise,0.00031618596956436523,1.0,1.821759664873374,1.817809469752973,0.10420067956625788,0.004775534207306592
A,B,1,contrast_low,gaussian_blur,0.0005176073240956444,0.9500000000000001,1.7331364608396251,1.7272068449469744,0.16245246521782686,0.008913886290236121
A,B,2,contrast_low,clean,0.00043202329512629614,1.0,1.7483216657317389,1.7444897993368524,0.15691622810359515,0.0
A,B,2,contrast_low,brightness_dark,0.0035029710955918718,0.9500000000000001,1.4095956926245208,1.4066646506769225,0.2681354900924428,0.0960121038948718
A,B,2,contrast_low,contrast_low,0.0013836083581174382,0.9500000000000001,1.4850021358577437,1.4878719201334851,0.3020754740436987,0.07636960200859233
A,B,2,contrast_low,gaussian_noise,0.0003506886354699678,0.9,1.812419042608928,1.8082842876371577,0.11372872317407352,0.00511116311536825
A,B,2,contrast_low,gaussian_blur,0.00070574423260123,0.9500000000000001,1.681519944396017,1.6808790306096577,0.20574487094649543,0.009261417922130045
A,B,3,contrast_low,clean,0.00042678634249796474,0.9500000000000001,1.8001974519205377,1.8077458971147964,0.15012376494519525,0.0
A,B,3,contrast_low,brightness_dark,0.0034110440966655334,0.8500000000000001,1.4361363136671654,1.4263066802156414,0.2572313825104688,0.0808850452642287
A,B,3,contrast_low,contrast_low,0.0013210988261315674,0.9500000000000001,1.507110267817874,1.5090182721773304,0.2343005309697006,0.10572236740460017
A,B,3,contrast_low,gaussian_noise,0.0003482722777170716,0.9,1.855443530010186,1.860145293023945,0.13089997810175114,0.005190740584994938
A,B,3,contrast_low,gaussian_blur,0.0006439572682907842,0.9,1.7410082664212077,1.7526884385216392,0.17822536358750019,0.011785263410052257
A,B,0,gaussian_noise,clean,0.002080819020007455,0.9500000000000001,1.473622016733174,1.4845212459290749,0.288066289097959,0.0
A,B,0,gaussian_noise,brightness_dark,0.010268230989477128,0.9500000000000001,0.9068115961492418,0.937633180003516,0.5356704946184201,0.12765123698979727
A,B,0,gaussian_noise,contrast_low,0.003019812885282855,1.0,0.5049977163195055,0.5208620652312438,0.7525588247833941,0.32442272272186506
A,B,0,gaussian_noise,gaussian_noise,0.002014077958357562,0.9,1.6030361103080837,1.6080427622617635,0.23588141191698953,0.008139493100115872
A,B,0,gaussian_noise,gaussian_blur,0.002948661523768543,0.8500000000000001,1.2275565109546909,1.2596201705259156,0.39636336624250246,0.0481507989243079
A,B,1,gaussian_noise,clean,0.0030217324247228195,0.9500000000000001,1.413085228242105,1.4179397780929588,0.3257570745456968,0.0
A,B,1,gaussian_noise,brightness_dark,0.0144211965510583,0.9,0.7406198324527894,0.7752051157464863,0.6070273721969243,0.14206269285609827
A,B,1,gaussian_noise,contrast_low,0.001647630240373725,0.9500000000000001,0.487481458430605,0.4648813833449273,0.6848875759254208,0.3057328490744687
A,B,1,gaussian_noise,gaussian_noise,0.0025988918791488612,0.9,1.532264588501051,1.533038279468517,0.2690193221080856,0.008215585017691518
A,B,1,gaussian_noise,gaussian_blur,0.0031731575531153177,0.9500000000000001,1.1375852708346048,1.1484957385407728,0.4232366918047302,0.05647919293884776
A,B,2,gaussian_noise,clean,0.0029426012475490234,0.8500000000000001,1.3132696757219997,1.332895002743978,0.3878346020840613,0.0
A,B,2,gaussian_noise,brightness_dark,0.016108875834186364,0.9,0.669812633475213,0.6170681505632591,0.6323167318040874,0.11262071872234394
A,B,2,gaussian_noise,contrast_low,0.004480364956046112,1.0,0.4373582471142089,0.4337424694274521,0.7784956699171929,0.28950346418034895
A,B,2,gaussian_noise,gaussian_noise,0.002946784979668237,0.9,1.4453791098518936,1.4541994333183532,0.34653862759208787,0.0077464438661417785
A,B,2,gaussian_noise,gaussian_blur,0.0040448108829519375,0.9,1.104976192414126,1.124314288958323,0.41386514611164316,0.045507555549328504
A,B,3,gaussian_noise,clean,0.003441610287793319,0.9,1.322022163463621,1.3006381692784292,0.3447406387336833,0.0
A,B,3,gaussian_noise,brightness_dark,0.0129423453884116,1.0,0.623847127962155,0.6476913126955814,0.6822005137534483,0.13422555100637318
A,B,3,gaussian_noise,contrast_low,0.0017171010627898354,1.0,0.34264971491707297,0.3220286323403522,0.8327087003861625,0.2470265400394217
A,B,3,gaussian_noise,gaussian_noise,0.0034001974456953424,0.8500000000000001,1.5044988774049424,1.4896560568846633,0.2729476269350756,0.008993192532157157
A,B,3,gaussian_noise,gaussian_blur,0.003056863160379841,0.9,0.9400185076061952,0.9204224715733776,0.4807899175557524,0.05786898103869187
A,B,0,gaussian_blur,clean,0.001306450338011548,1.0,1.7066111657478782,1.7106271536904132,0.21712402376555043,0.0
A,B,0,gaussian_blur,brightness_dark,0.007260050329998768,0.75,1.2466064877974692,1.2146380890846906,0.3430672641051268,0.11345740673346794
A,B,0,gaussian_blur,contrast_low,0.004139348459280533,0.9500000000000001,1.2807518721566107,1.2776791243178771,0.3438112123976673,0.13351537841167813
A,B,0,gaussian_blur,gaussian_noise,0.0012071525273522395,0.9500000000000001,1.780538185223917,1.7856734921345643,0.17224555987455928,0.004820471576259289
A,B,0,gaussian_blur,gaussian_blur,0.0017817622147489804,1.0,1.5786956241555323,1.5765053427232238,0.24131672484785913,0.01722929482723081
A,B,1,gaussian_blur,clean,0.0014399167147891743,0.9500000000000001,1.6453924740728625,1.6384032048236574,0.1997421059688454,0.0
A,B,1,gaussian_blur,brightness_dark,0.008525560086926695,0.9500000000000001,1.205311542232284,1.2199437929231995,0.3856904802926566,0.13096938308416958
A,B,1,gaussian_blur,contrast_low,0.0037991154999567306,0.9,1.1970427822736656,1.1934961996596642,0.3842772693765853,0.13599334861129206
A,B,1,gaussian_blur,gaussian_noise,0.001368316639433153,0.9,1.7161261565357897,1.709839703512438,0.15733526643316625,0.004499442786583154
A,B,1,gaussian_blur,gaussian_blur,0.0018665689654261597,0.9500000000000001,1.5365959890035104,1.5288030235878436,0.25795302327803615,0.016845033669536193
A,B,2,gaussian_blur,clean,0.0017139607140855767,0.9,1.6061737888639147,1.5901436672066585,0.2377195218400189,0.0
A,B,2,gaussian_blur,brightness_dark,0.014988275614700298,0.9500000000000001,1.1375490129342178,1.0674162957698614,0.4381654359037514,0.1164707858295495
A,B,2,gaussian_blur,contrast_low,0.006520766531120001,0.65,1.1953185422660053,1.171464018192842,0.3890357990731923,0.11207327589932824
A,B,2,gaussian_blur,gaussian_noise,0.0015748430701367903,0.9,1.6826936967145052,1.667071713286218,0.20592899103474274,0.004682039553077925
A,B,2,gaussian_blur,gaussian_blur,0.002368192795466805,0.8500000000000001,1.469784721793039,1.452504226648301,0.29974740004292383,0.01686866156308129
A,B,3,gaussian_blur,clean,0.001963885030325695,0.9,1.7292143321355458,1.735241759569252,0.18494834609637423,0.0
A,B,3,gaussian_blur,brightness_dark,0.015518294955915885,0.8,1.0298088708465993,1.0133275883002215,0.41560682801883075,0.13366600233091575
A,B,3,gaussian_blur,contrast_low,0.003955638963662807,1.0,0.9990981340805368,0.9656909533304188,0.48741646322245197,0.18748383433591453
A,B,3,gaussian_blur,gaussian_noise,0.0017369190006805578,0.9,1.8175434895197615,1.8249333598711832,0.15772684171927845,0.005362628343000039
A,B,3,gaussian_blur,gaussian_blur,0.002574428550063016,0.9500000000000001,1.5274173165005174,1.5243888049871823,0.2621163366848284,0.02587831746820131
A,B,0,noise_image,clean,0.0036772996535343163,0.9,1.7985704289184135,1.825795095186144,0.18537790720324365,0.0
A,B,0,noise_image,brightness_dark,0.017574510790965885,0.7000000000000001,1.423395694321979,1.3993920334500212,0.1984175819075941,0.22585998816333508
A,B,0,noise_image,contrast_low,4.948507257235843e-05,1.0,0.025892312765478365,0.025712017649821506,0.9931245070082284,0.29500670616298613
A,B,0,noise_image,gaussian_noise,0.003261111269131585,0.7000000000000001,2.019489442106877,2.0271642930397227,0.06064592928702644,0.022618682830440856
A,B,0,noise_image,gaussian_blur,0.0018930190113641495,1.0,0.6540403708804754,0.6896610055910242,0.7798641506478804,0.14703897048627243
A,B,1,noise_image,clean,0.0036259979707498565,0.9500000000000001,1.7318860125011755,1.6956512659487601,0.2391601032322046,0.0
A,B,1,noise_image,brightness_dark,0.019903070781675317,0.8,1.4233647465861412,1.4610623394542062,0.205278918910076,0.22626089353566903
A,B,1,noise_image,contrast_low,5.0572117973129464e-05,1.0,0.02273156137927766,0.021915860626881445,0.9941372613950599,0.2730084751143524
A,B,1,noise_image,gaussian_noise,0.0035593215079027653,0.75,1.9914317050663304,1.9801198971947422,0.09048839987919843,0.023892610029502256
A,B,1,noise_image,gaussian_blur,0.0012900391665358673,1.0,0.6009285876389746,0.5610705697031245,0.8027801804681133,0.13816672677656824
A,B,2,noise_image,clean,0.002016257941539918,1.0,1.7329631897029416,1.7309472843455227,0.231976557571528,0.0
A,B,2,noise_image,brightness_dark,0.014088353688749656,0.75,1.4727795430290584,1.4518747103572744,0.17131922738236646,0.2132776383849746
A,B,2,noise_image,contrast_low,2.9873199044177967e-05,1.0,0.02353553594574716,0.021673845066230223,0.9937899236723535,0.26593573310625873
A,B,2,noise_image,gaussian_noise,0.002013891486902203,0.75,1.9922730716866832,1.9973218289641546,0.0778466265171115,0.024199879870651454
A,B,2,noise_image,gaussian_blur,0.0006962070188001603,1.0,0.5837613630115168,0.5664245780399391,0.8047636602598534,0.1363132148732329
A,B,3,noise_image,clean,0.0031609068223634983,1.0,1.791828051545103,1.78108407732141,0.20781310468675912,0.0
A,B,3,noise_image,brightness_dark,0.01394499183450888,0.7000000000000001,1.5493882743851515,1.5371971774574256,0.15428062733819736,0.18128179717505893
A,B,3,noise_image,contrast_low,3.871915607364703e-05,1.0,0.026578291143618028,0.026239254752551035,0.9929014797844893,0.2884839298912358
A,B,3,noise_image,gaussian_noise,0.002886610901081688,0.6000000000000001,2.0168855827641656,2.0212973625709236,0.06405895276817458,0.02363946035762536
A,B,3,noise_image,gaussian_blur,0.001348047405744584,1.0,0.6428774678119942,0.6183316965473223,0.7803160478153115,0.14449290276860957
B,A,0,clean,clean,0.0021779451096055483,0.9500000000000001,1.5333831497991532,1.5302891436233133,0.23496811020116973,0.0
B,A,0,clean,brightness_dark,0.017808565048916803,0.8,0.747001827303742,0.77957818571855,0.6049139154535577,0.13157005276308803
B,A,0,clean,contrast_low,0.0046445899052895145,1.0,0.4880786491701426,0.5005471529866169,0.7555177293140144,0.29307263480146734
B,A,0,clean,gaussian_noise,0.0021395108844478768,0.9,1.6405901998376693,1.63947183749477,0.1890878728838396,0.006068924847954529
B,A,0,clean,gaussian_blur,0.0030087302777202997,0.9,1.2744886217574694,1.2808295673745462,0.3268490503270993,0.046055485977621824
B,A,1,clean,clean,0.002756545666772352,1.0,1.5045170578790588,1.4917821802017,0.297140927531694,0.0
B,A,1,clean,brightness_dark,0.01605595141870242,0.8500000000000001,0.8672559412239587,0.7965274595008006,0.5096055241110881,0.15142096020019544
B,A,1,clean,contrast_low,0.005986452245904012,0.9,0.7797598940654469,0.789504648977404,0.6050186034883973,0.21594782861681325
B,A,1,clean,gaussian_noise,0.002513489961480333,0.8500000000000001,1.6215626841482838,1.6107700209832558,0.2263786808763959,0.004641681003554878
B,A,1,clean,gaussian_blur,0.0048413757161969335,0.9,1.2570841661273189,1.2584390875402969,0.4087789149000356,0.03361444123179047
B,A,2,clean,clean,0.0025727973809500895,0.9,1.3830316423943758,1.3905160316563334,0.32475384381101013,0.0
B,A,2,clean,brightness_dark,0.03138196547628438,0.8500000000000001,0.811049532714177,0.903391417846709,0.5562707825363604,0.14368957333572832
B,A,2,clean,contrast_low,0.003472269863840996,0.9500000000000001,0.7035727898521423,0.7304803430850262,0.5991501781774368,0.16626532012577255
B,A,2,clean,gaussian_noise,0.002405631983500261,0.9500000000000001,1.5033867209350256,1.505753341759273,0.29892504034642686,0.005353229286155655
B,A,2,clean,gaussian_blur,0.002873124758224198,0.8500000000000001,1.089303599288095,1.1131105848140552,0.4375499953149949,0.03360405400279521
B,A,3,clean,clean,0.002528748734352373,1.0,1.5008493602601918,1.5162908778844106,0.34595699814067604,0.0
B,A,3,clean,brightness_dark,0.009748185822857972,0.9,0.9642065521749544,0.9592877509952775,0.46362819231212793,0.1253152823353942
B,A,3,clean,contrast_low,0.005245520819077452,0.9500000000000001,0.7705381887888736,0.7464819146844184,0.5778037221230843,0.22466542075530926
B,A,3,clean,gaussian_noise,0.0025111940914250928,0.9,1.6139619688914668,1.6253796975094819,0.27689071255768644,0.005016891714715449
B,A,3,clean,gaussian_blur,0.002433508067086412,1.0,1.2547015460197262,1.2741876007476836,0.4204996976630156,0.03433552402249819
B,A,0,brightness_dark,clean,0.00038738877074113846,0.9500000000000001,1.7736097126269899,1.776710344086925,0.1851028919348888,0.0
B,A,0,brightness_dark,brightness_dark,0.0019132891789392635,0.9,1.5193648035746692,1.51208571401507,0.24576348360479458,0.1283152977272288
B,A,0,brightness_dark,contrast_low,0.0011248511303941367,1.0,1.1597190299320088,1.1639421678599349,0.5067233174304846,0.26623233748541625
B,A,0,brightness_dark,gaussian_noise,0.000366099826449159,1.0,1.8158212848193398,1.8198579215615904,0.18615782610479314,0.0028641724844661745
B,A,0,brightness_dark,gaussian_blur,0.0005037934294596328,0.9,1.7315495139304002,1.731034644473291,0.19705981822587315,0.0292993351564196
B,A,1,brightness_dark,clean,0.0006632533977082216,1.0,1.7069748549370651,1.7100319346181676,0.216502716904925,0.0
B,A,1,brightness_dark,brightness_dark,0.0032171975581743945,0.8500000000000001,1.5120964831751555,1.4989458051999394,0.2802970453503863,0.09935772856570274
B,A,1,brightness_dark,contrast_low,0.0026564175013442325,0.8500000000000001,1.3308714807599116,1.3516758397389357,0.36812387442576544,0.19676195714917277
B,A,1,brightness_dark,gaussian_noise,0.0005811014801284448,0.9500000000000001,1.7558860208286775,1.7598315552947046,0.20167918286409556,0.0023019090364139318
B,A,1,brightness_dark,gaussian_blur,0.0010398734803054347,1.0,1.6834037219194393,1.6742419022726616,0.22335955033839072,0.019938881434888343
B,A,2,brightness_dark,clean,0.000600473157284714,1.0,1.778878692435061,1.7845332937637644,0.1642583879356196,0.0
B,A,2,brightness_dark,brightness_dark,0.002913799777614372,0.8500000000000001,1.4096928637523196,1.4160691725848809,0.2767338779129152,0.12971301694675486
B,A,2,brightness_dark,contrast_low,0.0013285856240041573,0.9,1.1793307447452421,1.1866117926038935,0.388458104217518,0.21573111596991623
B,A,2,brightness_dark,gaussian_noise,0.000501097215955893,0.9500000000000001,1.8283880804449426,1.8319898106650738,0.15507851094214758,0.002708252631778884
B,A,2,brightness_dark,gaussian_blur,0.0008887098083982744,1.0,1.696523266920206,1.7015585655220051,0.17349030836342427,0.027414722403643305
B,A,3,brightness_dark,clean,0.0008816267382139915,0.9,1.760119360227625,1.7602671847163869,0.17008018176230275,0.0
B,A,3,brightness_dark,brightness_dark,0.0028546679017968694,0.9,1.5247198316541852,1.5376444176689739,0.27751371025156474,0.1087152610114523
B,A,3,brightness_dark,contrast_low,0.0014977032032410574,0.9500000000000001,1.3163389864671833,1.3157220820108515,0.39322560830839165,0.2048947886340501
B,A,3,brightness_dark,gaussian_noise,0.0007023133101777669,0.9,1.7980964388022116,1.796298060069792,0.16378676103741002,0.002486239554134434
B,A,3,brightness_dark,gaussian_blur,0.00134420425204247,1.0,1.7207809442154405,1.7272712550366807,0.21104587958851584,0.02359217061705018
B,A,0,contrast_low,clean,0.0002664545064653082,1.0,1.7696192723278097,1.770924982103807,0.20784352894957547,0.0
B,A,0,contrast_low,brightness_dark,0.0024432453931418374,0.9,1.440980604449776,1.4548035220939548,0.27481968744844865,0.0928919992325065
B,A,0,contrast_low,contrast_low,0.0009402388880503248,1.0,1.4750998803843034,1.4785109392595661,0.2932841913353374,0.10789596472518406
B,A,0,contrast_low,gaussian_noise,0.0002571768265569134,1.0,1.8583152021167035,1.8575646435371045,0.15721473910564931,0.004639697196136882
B,A,0,contrast_low,gaussian_blur,0.0003742444742771655,0.9500000000000001,1.67740991144648,1.6812615225881027,0.22448732960076417,0.01333664262018866
B,A,1,contrast_low,clean,0.0003882421692871939,0.9500000000000001,1.7602323887381601,1.7595612326084855,0.1913172446740609,0.0
B,A,1,contrast_low,brightness_dark,0.0026480665596008124,0.9,1.5134773627498541,1.486825903740921,0.22967669606211238,0.07408249268209699
B,A,1,contrast_low,contrast_low,0.001716458392246633,0.9500000000000001,1.5822769357149882,1.5524924370086195,0.304075157461606,0.07582517109998685
B,A,1,contrast_low,gaussian_noise,0.00033911245303829256,0.9500000000000001,1.826545989616358,1.8276740583502613,0.14307752909111301,0.003496417129601122
B,A,1,contrast_low,gaussian_blur,0.0005900562843146922,0.9500000000000001,1.7113876855511998,1.7035872385044628,0.230800869974048,0.009009849765995823
B,A,2,contrast_low,clean,0.00043601709363900055,0.9,1.8024196956269423,1.8035721146717785,0.1605758816068688,0.0
B,A,2,contrast_low,brightness_dark,0.003889123703123788,0.9,1.492227089725005,1.4835520967477152,0.26748279617940124,0.10026786843358715
B,A,2,contrast_low,contrast_low,0.0011138051689532143,0.9,1.4299539792206497,1.428938221504555,0.27267362959169633,0.11300921045316065
B,A,2,contrast_low,gaussian_noise,0.0003658381491330493,1.0,1.869688648656284,1.8696561208973972,0.1266818851623399,0.0037810148731354286
B,A,2,contrast_low,gaussian_blur,0.0005909470086812542,1.0,1.72992381681597,1.7281068636297527,0.20226293386179972,0.013601368286995147
B,A,3,contrast_low,clean,0.0003515031349762468,1.0,1.774648210098115,1.7726660154464622,0.13659181414230656,0.0
B,A,3,contrast_low,brightness_dark,0.002528492444629167,0.8500000000000001,1.511441923944022,1.5167437781050337,0.1955350356265666,0.07249094143474753
B,A,3,contrast_low,contrast_low,0.001181104482724673,0.9,1.645296846495662,1.6570292151906862,0.18992854174530002,0.06840570862260474
B,A,3,contrast_low,gaussian_noise,0.0002752810108364833,0.9,1.8353362336115993,1.8323662470940194,0.1037824741740196,0.0035917325687667523
B,A,3,contrast_low,gaussian_blur,0.0006652359873860715,0.9500000000000001,1.7361387115771116,1.7403570240401025,0.15175655600059557,0.008448390960003755
B,A,0,gaussian_noise,clean,0.002144249035569428,0.8500000000000001,1.4309114594538004,1.429060965328567,0.2834137191526857,0.0
B,A,0,gaussian_noise,brightness_dark,0.012491589275830415,0.9500000000000001,0.7232336996347325,0.7504097813293344,0.5952089710910023,0.13137953835074492
B,A,0,gaussian_noise,contrast_low,0.0006562982748663792,1.0,0.15345988147913037,0.13469307433386543,0.9423145201694823,0.3272987282534802
B,A,0,gaussian_noise,gaussian_noise,0.002088767416403182,0.9500000000000001,1.5853569187344676,1.5883073241250785,0.21504140571564812,0.009701847398175423
B,A,0,gaussian_noise,gaussian_blur,0.0029040114264402084,0.8500000000000001,0.9826591633220613,0.9741636590950193,0.47435988884712776,0.08039119404692628
B,A,1,gaussian_noise,clean,0.0032420640315698754,0.9,1.4226759299643774,1.4174276411067854,0.3591710445358509,0.0
B,A,1,gaussian_noise,brightness_dark,0.011618809153278037,0.8500000000000001,0.6935089443918434,0.5832728846377588,0.6352333603014888,0.17654073184562766
B,A,1,gaussian_noise,contrast_low,0.002566425075155733,1.0,0.2802700786026878,0.2612688340399138,0.8721595683415991,0.34178788529722665
B,A,1,gaussian_noise,gaussian_noise,0.002892847116907009,0.9500000000000001,1.5675756859186536,1.5625372122011052,0.28722328733159475,0.007793419942916668
B,A,1,gaussian_noise,gaussian_blur,0.005440834073039243,1.0,1.0322161079858245,1.0615317252873877,0.5042872235805413,0.06343623666542625
B,A,2,gaussian_noise,clean,0.0024046660313083814,0.9,1.2691024615206687,1.2728282694608197,0.3658579776731647,0.0
B,A,2,gaussian_noise,brightness_dark,0.021955984448100624,0.9500000000000001,0.7227313997749546,0.8202392235194461,0.5768703961989948,0.15337320563137738
B,A,2,gaussian_noise,contrast_low,0.001027571657934279,0.9500000000000001,0.25545225986781617,0.24441438376522948,0.8509165783500299,0.3056529027779414
B,A,2,gaussian_noise,gaussian_noise,0.0023582280744278913,1.0,1.4121590408047382,1.409560155399097,0.33113731079797526,0.008307959510451665
B,A,2,gaussian_noise,gaussian_blur,0.0021049995450172928,1.0,0.9421745604932359,0.957959632982192,0.4879534677229782,0.05477187099040533
B,A,3,gaussian_noise,clean,0.003045622468886243,1.0,1.444490425286105,1.4647991071736615,0.3758915380817421,0.0
B,A,3,gaussian_noise,brightness_dark,0.013816579882933567,0.8500000000000001,0.8673883039099384,0.881707770932231,0.5446369515203225,0.14684790990882549
B,A,3,gaussian_noise,contrast_low,0.0011641462987015722,1.0,0.24228755397920004,0.24159814834956111,0.9101765165668596,0.3272566938443094
B,A,3,gaussian_noise,gaussian_noise,0.0029089008432870104,1.0,1.5793425207041107,1.5937081589357147,0.31702914672284893,0.007911345980149878
B,A,3,gaussian_noise,gaussian_blur,0.003281120262899863,0.8500000000000001,1.0653546726296559,1.0862325001539908,0.4857540058469457,0.06926301313191689
B,A,0,gaussian_blur,clean,0.0015681518654703562,0.8,1.678712620168974,1.6850585831312939,0.17507698751304224,0.0
B,A,0,gaussian_blur,brightness_dark,0.008978344039560859,0.9,0.9226858056662549,0.9444756004762376,0.548161950619025,0.13679718687614553
