client,bank,context,salt,train_half,point_state,BER128,BER256,agreement
0,B,gaussian_blur,T013-S3,0,2,4,4,True
0,B,gaussian_blur,T013-S3,1,4,4,4,True
1,A,clean,T013-S0,0,1,1,1,True
1,A,clean,T013-S0,1,1,1,1,True
1,A,clean,T013-S1,0,1,1,1,True
1,A,clean,T013-S1,1,1,1,1,True
1,A,clean,T013-S2,0,1,1,1,True
1,A,clean,T013-S2,1,1,1,1,True
1,A,clean,T013-S3,0,1,1,1,True
1,A,clean,T013-S3,1,1,1,1,True
1,A,brightness_dark,T013-S0,0,1,1,1,True
1,A,brightness_dark,T013-S0,1,1,1,1,True
1,A,brightness_dark,T013-S1,0,1,1,1,True
1,A,brightness_dark,T013-S1,1,1,1,1,True
1,A,brightness_dark,T013-S2,0,1,1,1,True
1,A,brightness_dark,T013-S2,1,1,1,1,True
1,A,brightness_dark,T013-S3,0,1,1,1,True
1,A,brightness_dark,T013-S3,1,1,1,1,True
1,A,contrast_low,T013-S0,0,2,2,2,True
1,A,contrast_low,T013-S0,1,2,2,2,True
1,A,contrast_low,T013-S1,0,2,2,2,True
1,A,contrast_low,T013-S1,1,2,2,2,True
1,A,contrast_low,T013-S2,0,2,2,2,True
1,A,contrast_low,T013-S2,1,2,2,2,True
1,A,contrast_low,T013-S3,0,2,2,2,True
1,A,contrast_low,T013-S3,1,2,2,2,True
1,A,gaussian_noise,T013-S0,0,1,1,1,True
1,A,gaussian_noise,T013-S0,1,1,1,1,True
1,A,gaussian_noise,T013-S1,0,1,1,1,True
1,A,gaussian_noise,T013-S1,1,1,1,1,True
1,A,gaussian_noise,T013-S2,0,1,1,1,True
1,A,gaussian_noise,T013-S2,1,1,1,1,True
1,A,gaussian_noise,T013-S3,0,1,1,1,True
1,A,gaussian_noise,T013-S3,1,1,1,1,True
1,A,gaussian_blur,T013-S0,0,2,2,2,True
1,A,gaussian_blur,T013-S0,1,2,2,2,True
1,A,gaussian_blur,T013-S1,0,2,2,2,True
1,A,gaussian_blur,T013-S1,1,2,2,2,True
1,A,gaussian_blur,T013-S2,0,2,2,2,True
1,A,gaussian_blur,T013-S2,1,2,2,2,True
1,A,gaussian_blur,T013-S3,0,2,2,2,True
1,A,gaussian_blur,T013-S3,1,2,2,2,True
1,B,clean,T013-S0,0,1,1,1,True
1,B,clean,T013-S0,1,1,1,1,True
1,B,clean,T013-S1,0,1,1,1,True
1,B,clean,T013-S1,1,1,1,1,True
1,B,clean,T013-S2,0,1,1,1,True
1,B,clean,T013-S2,1,1,1,1,True
1,B,clean,T013-S3,0,1,1,1,True
1,B,clean,T013-S3,1,1,1,1,True
1,B,brightness_dark,T013-S0,0,1,1,1,True
1,B,brightness_dark,T013-S0,1,1,1,1,True
1,B,brightness_dark,T013-S1,0,1,1,1,True
1,B,brightness_dark,T013-S1,1,1,1,1,True
1,B,brightness_dark,T013-S2,0,1,1,1,True
1,B,brightness_dark,T013-S2,1,1,1,1,True
1,B,brightness_dark,T013-S3,0,1,1,1,True
1,B,brightness_dark,T013-S3,1,1,1,1,True
1,B,contrast_low,T013-S0,0,2,2,2,True
1,B,contrast_low,T013-S0,1,2,2,2,True
1,B,contrast_low,T013-S1,0,2,2,2,True
1,B,contrast_low,T013-S1,1,2,2,2,True
1,B,contrast_low,T013-S2,0,2,2,2,True
1,B,contrast_low,T013-S2,1,2,2,2,True
1,B,contrast_low,T013-S3,0,2,2,2,True
1,B,contrast_low,T013-S3,1,2,2,2,True
1,B,gaussian_noise,T013-S0,0,1,1,1,True
1,B,gaussian_noise,T013-S0,1,1,1,1,True
1,B,gaussian_noise,T013-S1,0,1,1,1,True
1,B,gaussian_noise,T013-S1,1,1,1,1,True
1,B,gaussian_noise,T013-S2,0,1,1,1,True
1,B,gaussian_noise,T013-S2,1,1,1,1,True
1,B,gaussian_noise,T013-S3,0,1,1,1,True
1,B,gaussian_noise,T013-S3,1,1,1,1,True
1,B,gaussian_blur,T013-S0,0,2,2,2,True
1,B,gaussian_blur,T013-S0,1,2,2,2,True
1,B,gaussian_blur,T013-S1,0,2,1,2,False
1,B,gaussian_blur,T013-S1,1,2,2,2,True
1,B,gaussian_blur,T013-S2,0,2,2,2,True
1,B,gaussian_blur,T013-S2,1,2,2,2,True
1,B,gaussian_blur,T013-S3,0,2,2,2,True
1,B,gaussian_blur,T013-S3,1,2,2,2,True
2,A,clean,T013-S0,0,3,0,0,True
2,A,clean,T013-S0,1,3,0,0,True
2,A,clean,T013-S1,0,3,0,0,True
2,A,clean,T013-S1,1,3,0,0,True
2,A,clean,T013-S2,0,3,0,0,True
2,A,clean,T013-S2,1,3,0,0,True
2,A,clean,T013-S3,0,3,0,0,True
2,A,clean,T013-S3,1,3,0,0,True
2,A,brightness_dark,T013-S0,0,1,1,1,True
2,A,brightness_dark,T013-S0,1,1,1,1,True
2,A,brightness_dark,T013-S1,0,1,1,1,True
2,A,brightness_dark,T013-S1,1,1,1,1,True
2,A,brightness_dark,T013-S2,0,1,1,1,True
2,A,brightness_dark,T013-S2,1,1,1,1,True
2,A,brightness_dark,T013-S3,0,1,1,1,True
2,A,brightness_dark,T013-S3,1,1,1,1,True
2,A,contrast_low,T013-S0,0,2,2,2,True
2,A,contrast_low,T013-S0,1,2,2,2,True
2,A,contrast_low,T013-S1,0,2,2,2,True
2,A,contrast_low,T013-S1,1,2,2,2,True
2,A,contrast_low,T013-S2,0,2,2,2,True
2,A,contrast_low,T013-S2,1,2,2,2,True
2,A,contrast_low,T013-S3,0,2,2,2,True
2,A,contrast_low,T013-S3,1,2,2,2,True
2,A,gaussian_noise,T013-S0,0,3,0,0,True
2,A,gaussian_noise,T013-S0,1,3,0,0,True
2,A,gaussian_noise,T013-S1,0,3,0,0,True
2,A,gaussian_noise,T013-S1,1,3,0,0,True
2,A,gaussian_noise,T013-S2,0,3,0,0,True
2,A,gaussian_noise,T013-S2,1,3,0,0,True
2,A,gaussian_noise,T013-S3,0,3,0,0,True
2,A,gaussian_noise,T013-S3,1,3,0,0,True
2,A,gaussian_blur,T013-S0,0,0,4,4,True
2,A,gaussian_blur,T013-S0,1,0,4,4,True
2,A,gaussian_blur,T013-S1,0,3,4,4,True
2,A,gaussian_blur,T013-S1,1,0,4,4,True
2,A,gaussian_blur,T013-S2,0,0,4,4,True
2,A,gaussian_blur,T013-S2,1,0,4,4,True
2,A,gaussian_blur,T013-S3,0,0,4,4,True
2,A,gaussian_blur,T013-S3,1,0,4,4,True
2,B,clean,T013-S0,0,3,0,0,True
2,B,clean,T013-S0,1,3,0,0,True
2,B,clean,T013-S1,0,3,0,0,True
2,B,clean,T013-S1,1,3,0,0,True
2,B,clean,T013-S2,0,3,0,0,True
2,B,clean,T013-S2,1,3,0,0,True
2,B,clean,T013-S3,0,3,0,0,True
2,B,clean,T013-S3,1,3,0,0,True
2,B,brightness_dark,T013-S0,0,1,1,1,True
2,B,brightness_dark,T013-S0,1,1,1,1,True
2,B,brightness_dark,T013-S1,0,1,1,1,True
2,B,brightness_dark,T013-S1,1,1,1,1,True
2,B,brightness_dark,T013-S2,0,1,1,1,True
2,B,brightness_dark,T013-S2,1,1,1,1,True
2,B,brightness_dark,T013-S3,0,1,1,1,True
2,B,brightness_dark,T013-S3,1,1,1,1,True
2,B,contrast_low,T013-S0,0,2,2,2,True
2,B,contrast_low,T013-S0,1,2,2,2,True
2,B,contrast_low,T013-S1,0,2,2,2,True
2,B,contrast_low,T013-S1,1,2,2,2,True
2,B,contrast_low,T013-S2,0,2,2,2,True
2,B,contrast_low,T013-S2,1,2,2,2,True
2,B,contrast_low,T013-S3,0,2,2,2,True
2,B,contrast_low,T013-S3,1,2,2,2,True
2,B,gaussian_noise,T013-S0,0,3,0,0,True
2,B,gaussian_noise,T013-S0,1,3,0,0,True
2,B,gaussian_noise,T013-S1,0,3,0,0,True
2,B,gaussian_noise,T013-S1,1,3,0,0,True
2,B,gaussian_noise,T013-S2,0,3,0,0,True
2,B,gaussian_noise,T013-S2,1,3,0,0,True
2,B,gaussian_noise,T013-S3,0,3,0,0,True
2,B,gaussian_noise,T013-S3,1,3,0,0,True
2,B,gaussian_blur,T013-S0,0,3,4,4,True
2,B,gaussian_blur,T013-S0,1,3,4,4,True
2,B,gaussian_blur,T013-S1,0,3,4,4,True
2,B,gaussian_blur,T013-S1,1,3,4,4,True
2,B,gaussian_blur,T013-S2,0,3,4,4,True
2,B,gaussian_blur,T013-S2,1,3,4,4,True
2,B,gaussian_blur,T013-S3,0,3,4,4,True
2,B,gaussian_blur,T013-S3,1,3,4,4,True
3,A,clean,T013-S0,0,3,3,3,True
3,A,clean,T013-S0,1,3,3,3,True
3,A,clean,T013-S1,0,3,3,3,True
3,A,clean,T013-S1,1,3,3,3,True
3,A,clean,T013-S2,0,3,3,3,True
3,A,clean,T013-S2,1,3,3,3,True
3,A,clean,T013-S3,0,3,3,3,True
3,A,clean,T013-S3,1,3,3,3,True
3,A,brightness_dark,T013-S0,0,1,1,1,True
3,A,brightness_dark,T013-S0,1,1,1,1,True
3,A,brightness_dark,T013-S1,0,1,1,1,True
3,A,brightness_dark,T013-S1,1,1,1,1,True
3,A,brightness_dark,T013-S2,0,1,1,1,True
3,A,brightness_dark,T013-S2,1,1,1,1,True
3,A,brightness_dark,T013-S3,0,1,1,1,True
3,A,brightness_dark,T013-S3,1,1,1,1,True
3,A,contrast_low,T013-S0,0,2,2,2,True
3,A,contrast_low,T013-S0,1,2,2,2,True
3,A,contrast_low,T013-S1,0,2,2,2,True
3,A,contrast_low,T013-S1,1,2,2,2,True
3,A,contrast_low,T013-S2,0,2,2,2,True
3,A,contrast_low,T013-S2,1,2,2,2,True
3,A,contrast_low,T013-S3,0,2,2,2,True
3,A,contrast_low,T013-S3,1,2,2,2,True
3,A,gaussian_noise,T013-S0,0,3,3,3,True
3,A,gaussian_noise,T013-S0,1,3,3,3,True
3,A,gaussian_noise,T013-S1,0,3,3,3,True
3,A,gaussian_noise,T013-S1,1,3,3,3,True
3,A,gaussian_noise,T013-S2,0,3,3,3,True
3,A,gaussian_noise,T013-S2,1,3,3,3,True
3,A,gaussian_noise,T013-S3,0,3,3,3,True
3,A,gaussian_noise,T013-S3,1,3,3,3,True
3,A,gaussian_blur,T013-S0,0,2,3,3,True
3,A,gaussian_blur,T013-S0,1,2,3,3,True
3,A,gaussian_blur,T013-S1,0,2,2,2,True
3,A,gaussian_blur,T013-S1,1,3,3,3,True
3,A,gaussian_blur,T013-S2,0,2,3,3,True
3,A,gaussian_blur,T013-S2,1,2,3,3,True
3,A,gaussian_blur,T013-S3,0,2,4,4,True
3,A,gaussian_blur,T013-S3,1,3,3,3,True
3,B,clean,T013-S0,0,3,3,3,True
3,B,clean,T013-S0,1,3,3,3,True
3,B,clean,T013-S1,0,3,3,3,True
3,B,clean,T013-S1,1,3,3,3,True
3,B,clean,T013-S2,0,3,3,3,True
3,B,clean,T013-S2,1,3,3,3,True
3,B,clean,T013-S3,0,3,3,3,True
3,B,clean,T013-S3,1,3,3,3,True
3,B,brightness_dark,T013-S0,0,1,1,1,True
3,B,brightness_dark,T013-S0,1,1,1,1,True
3,B,brightness_dark,T013-S1,0,1,1,1,True
3,B,brightness_dark,T013-S1,1,1,1,1,True
3,B,brightness_dark,T013-S2,0,1,1,1,True
3,B,brightness_dark,T013-S2,1,1,1,1,True
3,B,brightness_dark,T013-S3,0,1,1,1,True
3,B,brightness_dark,T013-S3,1,1,1,1,True
3,B,contrast_low,T013-S0,0,2,2,2,True
3,B,contrast_low,T013-S0,1,2,2,2,True
3,B,contrast_low,T013-S1,0,2,2,2,True
3,B,contrast_low,T013-S1,1,2,2,2,True
3,B,contrast_low,T013-S2,0,2,2,2,True
3,B,contrast_low,T013-S2,1,2,2,2,True
3,B,contrast_low,T013-S3,0,2,2,2,True
3,B,contrast_low,T013-S3,1,2,2,2,True
3,B,gaussian_noise,T013-S0,0,3,3,3,True
3,B,gaussian_noise,T013-S0,1,3,3,3,True
3,B,gaussian_noise,T013-S1,0,3,3,3,True
3,B,gaussian_noise,T013-S1,1,3,3,3,True
3,B,gaussian_noise,T013-S2,0,3,3,3,True
3,B,gaussian_noise,T013-S2,1,3,3,3,True
3,B,gaussian_noise,T013-S3,0,3,3,3,True
3,B,gaussian_noise,T013-S3,1,3,3,3,True
3,B,gaussian_blur,T013-S0,0,3,3,3,True
3,B,gaussian_blur,T013-S0,1,2,3,3,True
3,B,gaussian_blur,T013-S1,0,2,3,3,True
3,B,gaussian_blur,T013-S1,1,3,3,3,True
3,B,gaussian_blur,T013-S2,0,3,3,3,True
3,B,gaussian_blur,T013-S2,1,2,3,3,True
3,B,gaussian_blur,T013-S3,0,3,4,4,True
3,B,gaussian_blur,T013-S3,1,3,3,3,True
4,A,clean,T013-S0,0,1,1,1,True
4,A,clean,T013-S0,1,1,1,1,True
4,A,clean,T013-S1,0,1,1,1,True
4,A,clean,T013-S1,1,1,1,1,True
4,A,clean,T013-S2,0,1,1,1,True
4,A,clean,T013-S2,1,1,1,1,True
4,A,clean,T013-S3,0,1,1,1,True
4,A,clean,T013-S3,1,1,1,1,True
4,A,brightness_dark,T013-S0,0,1,1,1,True
4,A,brightness_dark,T013-S0,1,1,1,1,True
4,A,brightness_dark,T013-S1,0,1,1,1,True
4,A,brightness_dark,T013-S1,1,1,1,1,True
4,A,brightness_dark,T013-S2,0,1,1,1,True
4,A,brightness_dark,T013-S2,1,1,1,1,True
4,A,brightness_dark,T013-S3,0,1,1,1,True
4,A,brightness_dark,T013-S3,1,1,1,1,True
4,A,contrast_low,T013-S0,0,1,1,1,True
4,A,contrast_low,T013-S0,1,1,1,1,True
4,A,contrast_low,T013-S1,0,1,1,1,True
4,A,contrast_low,T013-S1,1,1,1,1,True
4,A,contrast_low,T013-S2,0,1,1,1,True
4,A,contrast_low,T013-S2,1,1,1,1,True
4,A,contrast_low,T013-S3,0,1,1,1,True
4,A,contrast_low,T013-S3,1,1,1,1,True
4,A,gaussian_noise,T013-S0,0,1,1,1,True
4,A,gaussian_noise,T013-S0,1,1,1,1,True
4,A,gaussian_noise,T013-S1,0,1,1,1,True
4,A,gaussian_noise,T013-S1,1,1,1,1,True
4,A,gaussian_noise,T013-S2,0,1,1,1,True
4,A,gaussian_noise,T013-S2,1,1,1,1,True
4,A,gaussian_noise,T013-S3,0,1,1,1,True
4,A,gaussian_noise,T013-S3,1,1,1,1,True
4,A,gaussian_blur,T013-S0,0,1,1,1,True
4,A,gaussian_blur,T013-S0,1,1,1,1,True
4,A,gaussian_blur,T013-S1,0,1,1,1,True
4,A,gaussian_blur,T013-S1,1,1,1,1,True
4,A,gaussian_blur,T013-S2,0,1,1,1,True
4,A,gaussian_blur,T013-S2,1,1,1,1,True
4,A,gaussian_blur,T013-S3,0,1,1,1,True
4,A,gaussian_blur,T013-S3,1,1,1,1,True
4,B,clean,T013-S0,0,1,1,1,True
4,B,clean,T013-S0,1,1,1,1,True
4,B,clean,T013-S1,0,1,1,1,True
4,B,clean,T013-S1,1,1,1,1,True
4,B,clean,T013-S2,0,1,1,1,True
4,B,clean,T013-S2,1,1,1,1,True
4,B,clean,T013-S3,0,1,1,1,True
4,B,clean,T013-S3,1,1,1,1,True
4,B,brightness_dark,T013-S0,0,1,1,1,True
4,B,brightness_dark,T013-S0,1,1,1,1,True
4,B,brightness_dark,T013-S1,0,1,1,1,True
4,B,brightness_dark,T013-S1,1,1,1,1,True
4,B,brightness_dark,T013-S2,0,1,1,1,True
4,B,brightness_dark,T013-S2,1,1,1,1,True
4,B,brightness_dark,T013-S3,0,1,1,1,True
4,B,brightness_dark,T013-S3,1,1,1,1,True
4,B,contrast_low,T013-S0,0,1,1,1,True
4,B,contrast_low,T013-S0,1,1,1,1,True
4,B,contrast_low,T013-S1,0,1,1,1,True
4,B,contrast_low,T013-S1,1,1,1,1,True
4,B,contrast_low,T013-S2,0,1,1,1,True
4,B,contrast_low,T013-S2,1,1,1,1,True
4,B,contrast_low,T013-S3,0,1,1,1,True
4,B,contrast_low,T013-S3,1,1,1,1,True
4,B,gaussian_noise,T013-S0,0,1,1,1,True
4,B,gaussian_noise,T013-S0,1,1,1,1,True
4,B,gaussian_noise,T013-S1,0,1,1,1,True
4,B,gaussian_noise,T013-S1,1,1,1,1,True
4,B,gaussian_noise,T013-S2,0,1,1,1,True
4,B,gaussian_noise,T013-S2,1,1,1,1,True
4,B,gaussian_noise,T013-S3,0,1,1,1,True
4,B,gaussian_noise,T013-S3,1,1,1,1,True
4,B,gaussian_blur,T013-S0,0,1,1,1,True
4,B,gaussian_blur,T013-S0,1,1,1,1,True
4,B,gaussian_blur,T013-S1,0,1,1,1,True
4,B,gaussian_blur,T013-S1,1,1,1,1,True
4,B,gaussian_blur,T013-S2,0,1,1,1,True
4,B,gaussian_blur,T013-S2,1,1,1,1,True
4,B,gaussian_blur,T013-S3,0,1,1,1,True
4,B,gaussian_blur,T013-S3,1,1,1,1,True
5,A,clean,T013-S0,0,1,3,3,True
5,A,clean,T013-S0,1,1,1,1,True
5,A,clean,T013-S1,0,1,3,3,True
5,A,clean,T013-S1,1,1,1,1,True
5,A,clean,T013-S2,0,1,1,1,True
5,A,clean,T013-S2,1,1,3,3,True
5,A,clean,T013-S3,0,1,3,3,True
5,A,clean,T013-S3,1,1,1,1,True
5,A,brightness_dark,T013-S0,0,1,1,1,True
5,A,brightness_dark,T013-S0,1,1,1,1,True
5,A,brightness_dark,T013-S1,0,1,1,1,True
5,A,brightness_dark,T013-S1,1,1,1,1,True
5,A,brightness_dark,T013-S2,0,1,1,1,True
5,A,brightness_dark,T013-S2,1,1,1,1,True
5,A,brightness_dark,T013-S3,0,1,1,1,True
5,A,brightness_dark,T013-S3,1,1,1,1,True
5,A,contrast_low,T013-S0,0,3,2,2,True
5,A,contrast_low,T013-S0,1,3,2,2,True
5,A,contrast_low,T013-S1,0,3,2,2,True
5,A,contrast_low,T013-S1,1,3,2,3,False
5,A,contrast_low,T013-S2,0,3,2,3,False
5,A,contrast_low,T013-S2,1,3,2,2,True
5,A,contrast_low,T013-S3,0,3,2,2,True
5,A,contrast_low,T013-S3,1,3,2,2,True
5,A,gaussian_noise,T013-S0,0,3,3,3,True
5,A,gaussian_noise,T013-S0,1,1,3,1,False
5,A,gaussian_noise,T013-S1,0,1,3,3,True
5,A,gaussian_noise,T013-S1,1,1,3,3,True
5,A,gaussian_noise,T013-S2,0,1,3,3,True
5,A,gaussian_noise,T013-S2,1,1,3,3,True
5,A,gaussian_noise,T013-S3,0,1,3,3,True
5,A,gaussian_noise,T013-S3,1,1,3,3,True
5,A,gaussian_blur,T013-S0,0,1,3,3,True
5,A,gaussian_blur,T013-S0,1,1,1,1,True
5,A,gaussian_blur,T013-S1,0,1,3,3,True
5,A,gaussian_blur,T013-S1,1,1,3,3,True
5,A,gaussian_blur,T013-S2,0,1,1,1,True
5,A,gaussian_blur,T013-S2,1,1,3,3,True
5,A,gaussian_blur,T013-S3,0,1,3,3,True
5,A,gaussian_blur,T013-S3,1,1,3,3,True
5,B,clean,T013-S0,0,1,1,1,True
5,B,clean,T013-S0,1,1,1,1,True
5,B,clean,T013-S1,0,1,1,1,True
5,B,clean,T013-S1,1,1,1,1,True
5,B,clean,T013-S2,0,1,1,1,True
5,B,clean,T013-S2,1,1,3,3,True
5,B,clean,T013-S3,0,1,1,1,True
5,B,clean,T013-S3,1,1,1,1,True
5,B,brightness_dark,T013-S0,0,1,1,1,True
5,B,brightness_dark,T013-S0,1,1,1,1,True
5,B,brightness_dark,T013-S1,0,1,1,1,True
5,B,brightness_dark,T013-S1,1,1,1,1,True
5,B,brightness_dark,T013-S2,0,1,1,1,True
5,B,brightness_dark,T013-S2,1,1,1,1,True
5,B,brightness_dark,T013-S3,0,1,1,1,True
5,B,brightness_dark,T013-S3,1,1,1,1,True
5,B,contrast_low,T013-S0,0,3,3,3,True
5,B,contrast_low,T013-S0,1,3,3,3,True
5,B,contrast_low,T013-S1,0,3,2,3,False
5,B,contrast_low,T013-S1,1,3,3,3,True
5,B,contrast_low,T013-S2,0,3,3,3,True
5,B,contrast_low,T013-S2,1,3,3,3,True
5,B,contrast_low,T013-S3,0,3,3,3,True
5,B,contrast_low,T013-S3,1,3,3,3,True
5,B,gaussian_noise,T013-S0,0,1,1,1,True
5,B,gaussian_noise,T013-S0,1,1,1,1,True
5,B,gaussian_noise,T013-S1,0,1,1,1,True
5,B,gaussian_noise,T013-S1,1,1,1,1,True
5,B,gaussian_noise,T013-S2,0,1,1,1,True
5,B,gaussian_noise,T013-S2,1,1,1,1,True
5,B,gaussian_noise,T013-S3,0,1,1,1,True
5,B,gaussian_noise,T013-S3,1,1,1,1,True
5,B,gaussian_blur,T013-S0,0,1,3,3,True
5,B,gaussian_blur,T013-S0,1,1,1,1,True
5,B,gaussian_blur,T013-S1,0,1,3,3,True
5,B,gaussian_blur,T013-S1,1,1,1,1,True
5,B,gaussian_blur,T013-S2,0,1,1,1,True
5,B,gaussian_blur,T013-S2,1,1,3,3,True
5,B,gaussian_blur,T013-S3,0,1,1,1,True
5,B,gaussian_blur,T013-S3,1,1,3,1,False
6,A,clean,T013-S0,0,0,0,0,True
6,A,clean,T013-S0,1,0,3,3,True
6,A,clean,T013-S1,0,0,3,0,False
6,A,clean,T013-S1,1,0,3,3,True
6,A,clean,T013-S2,0,0,3,3,True
6,A,clean,T013-S2,1,0,3,0,False
6,A,clean,T013-S3,0,0,0,0,True
6,A,clean,T013-S3,1,3,3,3,True
6,A,brightness_dark,T013-S0,0,1,1,1,True
6,A,brightness_dark,T013-S0,1,1,1,1,True
6,A,brightness_dark,T013-S1,0,1,1,1,True
6,A,brightness_dark,T013-S1,1,1,1,1,True
6,A,brightness_dark,T013-S2,0,1,1,1,True
6,A,brightness_dark,T013-S2,1,1,1,1,True
6,A,brightness_dark,T013-S3,0,1,1,1,True
6,A,brightness_dark,T013-S3,1,1,1,1,True
6,A,contrast_low,T013-S0,0,2,2,2,True
6,A,contrast_low,T013-S0,1,2,2,2,True
6,A,contrast_low,T013-S1,0,2,2,2,True
6,A,contrast_low,T013-S1,1,2,2,2,True
6,A,contrast_low,T013-S2,0,2,1,1,True
6,A,contrast_low,T013-S2,1,2,2,2,True
6,A,contrast_low,T013-S3,0,2,2,2,True
6,A,contrast_low,T013-S3,1,2,2,2,True
6,A,gaussian_noise,T013-S0,0,3,3,3,True
6,A,gaussian_noise,T013-S0,1,3,3,3,True
6,A,gaussian_noise,T013-S1,0,3,3,3,True
6,A,gaussian_noise,T013-S1,1,3,3,3,True
6,A,gaussian_noise,T013-S2,0,3,3,3,True
6,A,gaussian_noise,T013-S2,1,3,3,3,True
6,A,gaussian_noise,T013-S3,0,3,3,3,True
6,A,gaussian_noise,T013-S3,1,3,3,3,True
6,A,gaussian_blur,T013-S0,0,4,4,4,True
6,A,gaussian_blur,T013-S0,1,4,4,4,True
6,A,gaussian_blur,T013-S1,0,4,4,4,True
6,A,gaussian_blur,T013-S1,1,4,4,4,True
6,A,gaussian_blur,T013-S2,0,4,4,4,True
6,A,gaussian_blur,T013-S2,1,4,4,4,True
6,A,gaussian_blur,T013-S3,0,4,4,4,True
6,A,gaussian_blur,T013-S3,1,4,4,4,True
6,B,clean,T013-S0,0,0,3,3,True
6,B,clean,T013-S0,1,0,3,3,True
6,B,clean,T013-S1,0,0,3,3,True
6,B,clean,T013-S1,1,0,3,3,True
6,B,clean,T013-S2,0,0,3,3,True
6,B,clean,T013-S2,1,0,3,3,True
6,B,clean,T013-S3,0,0,3,3,True
6,B,clean,T013-S3,1,0,3,3,True
6,B,brightness_dark,T013-S0,0,1,1,1,True
