pool,target,context,class,n_query,correct,accuracy
A,gaussian_noise,clean_identity,6,9,7,77.77777777777777
A,gaussian_noise,clean_identity,7,231,20,8.658008658008658
A,gaussian_noise,clean_identity,8,2,2,100.0
A,gaussian_noise,clean_identity,9,192,0,0.0
A,gaussian_noise,correct_pair,0,297,50,16.835016835016834
A,gaussian_noise,correct_pair,1,31,27,87.09677419354838
A,gaussian_noise,correct_pair,2,46,19,41.30434782608695
A,gaussian_noise,correct_pair,3,12,1,8.333333333333334
A,gaussian_noise,correct_pair,4,3,0,0.0
A,gaussian_noise,correct_pair,5,73,9,12.32876712328767
A,gaussian_noise,correct_pair,6,9,7,77.77777777777777
A,gaussian_noise,correct_pair,7,231,24,10.38961038961039
A,gaussian_noise,correct_pair,8,2,2,100.0
A,gaussian_noise,correct_pair,9,192,0,0.0
A,gaussian_noise,same_class_derangement,0,297,0,0.0
A,gaussian_noise,same_class_derangement,1,31,31,100.0
A,gaussian_noise,same_class_derangement,2,46,3,6.521739130434782
A,gaussian_noise,same_class_derangement,3,12,0,0.0
A,gaussian_noise,same_class_derangement,4,3,0,0.0
A,gaussian_noise,same_class_derangement,5,73,0,0.0
A,gaussian_noise,same_class_derangement,6,9,3,33.333333333333336
A,gaussian_noise,same_class_derangement,7,231,0,0.0
A,gaussian_noise,same_class_derangement,8,2,0,0.0
A,gaussian_noise,same_class_derangement,9,192,0,0.0
A,gaussian_noise,cross_class_derangement,0,297,0,0.0
A,gaussian_noise,cross_class_derangement,1,31,31,100.0
A,gaussian_noise,cross_class_derangement,2,46,12,26.08695652173913
A,gaussian_noise,cross_class_derangement,3,12,0,0.0
A,gaussian_noise,cross_class_derangement,4,3,0,0.0
A,gaussian_noise,cross_class_derangement,5,73,0,0.0
A,gaussian_noise,cross_class_derangement,6,9,2,22.22222222222222
A,gaussian_noise,cross_class_derangement,7,231,0,0.0
A,gaussian_noise,cross_class_derangement,8,2,0,0.0
A,gaussian_noise,cross_class_derangement,9,192,0,0.0
A,gaussian_noise,wrong_alt_source,0,297,24,8.080808080808081
A,gaussian_noise,wrong_alt_source,1,31,24,77.41935483870968
A,gaussian_noise,wrong_alt_source,2,46,6,13.043478260869565
A,gaussian_noise,wrong_alt_source,3,12,4,33.333333333333336
A,gaussian_noise,wrong_alt_source,4,3,0,0.0
A,gaussian_noise,wrong_alt_source,5,73,42,57.534246575342465
A,gaussian_noise,wrong_alt_source,6,9,6,66.66666666666667
A,gaussian_noise,wrong_alt_source,7,231,54,23.376623376623378
A,gaussian_noise,wrong_alt_source,8,2,1,50.0
A,gaussian_noise,wrong_alt_source,9,192,0,0.0
A,gaussian_noise,noise_source,0,297,0,0.0
A,gaussian_noise,noise_source,1,31,31,100.0
A,gaussian_noise,noise_source,2,46,1,2.1739130434782608
A,gaussian_noise,noise_source,3,12,0,0.0
A,gaussian_noise,noise_source,4,3,0,0.0
A,gaussian_noise,noise_source,5,73,0,0.0
A,gaussian_noise,noise_source,6,9,0,0.0
A,gaussian_noise,noise_source,7,231,0,0.0
A,gaussian_noise,noise_source,8,2,0,0.0
A,gaussian_noise,noise_source,9,192,0,0.0
A,gaussian_blur,none,0,297,49,16.4983164983165
A,gaussian_blur,none,1,31,21,67.74193548387096
A,gaussian_blur,none,2,46,26,56.52173913043478
A,gaussian_blur,none,3,12,2,16.666666666666668
A,gaussian_blur,none,4,3,0,0.0
A,gaussian_blur,none,5,73,10,13.698630136986301
A,gaussian_blur,none,6,9,7,77.77777777777777
A,gaussian_blur,none,7,231,27,11.688311688311689
A,gaussian_blur,none,8,2,1,50.0
A,gaussian_blur,none,9,192,0,0.0
A,gaussian_blur,clean_identity,0,297,49,16.4983164983165
A,gaussian_blur,clean_identity,1,31,21,67.74193548387096
A,gaussian_blur,clean_identity,2,46,26,56.52173913043478
A,gaussian_blur,clean_identity,3,12,2,16.666666666666668
A,gaussian_blur,clean_identity,4,3,0,0.0
A,gaussian_blur,clean_identity,5,73,10,13.698630136986301
A,gaussian_blur,clean_identity,6,9,7,77.77777777777777
A,gaussian_blur,clean_identity,7,231,27,11.688311688311689
A,gaussian_blur,clean_identity,8,2,1,50.0
A,gaussian_blur,clean_identity,9,192,0,0.0
A,gaussian_blur,correct_pair,0,297,46,15.488215488215488
A,gaussian_blur,correct_pair,1,31,28,90.3225806451613
A,gaussian_blur,correct_pair,2,46,19,41.30434782608695
A,gaussian_blur,correct_pair,3,12,2,16.666666666666668
A,gaussian_blur,correct_pair,4,3,0,0.0
A,gaussian_blur,correct_pair,5,73,10,13.698630136986301
A,gaussian_blur,correct_pair,6,9,7,77.77777777777777
A,gaussian_blur,correct_pair,7,231,37,16.017316017316016
A,gaussian_blur,correct_pair,8,2,2,100.0
A,gaussian_blur,correct_pair,9,192,0,0.0
A,gaussian_blur,same_class_derangement,0,297,0,0.0
A,gaussian_blur,same_class_derangement,1,31,31,100.0
A,gaussian_blur,same_class_derangement,2,46,3,6.521739130434782
A,gaussian_blur,same_class_derangement,3,12,0,0.0
A,gaussian_blur,same_class_derangement,4,3,0,0.0
A,gaussian_blur,same_class_derangement,5,73,0,0.0
A,gaussian_blur,same_class_derangement,6,9,3,33.333333333333336
A,gaussian_blur,same_class_derangement,7,231,0,0.0
A,gaussian_blur,same_class_derangement,8,2,0,0.0
A,gaussian_blur,same_class_derangement,9,192,0,0.0
A,gaussian_blur,cross_class_derangement,0,297,0,0.0
A,gaussian_blur,cross_class_derangement,1,31,31,100.0
A,gaussian_blur,cross_class_derangement,2,46,11,23.91304347826087
A,gaussian_blur,cross_class_derangement,3,12,0,0.0
A,gaussian_blur,cross_class_derangement,4,3,0,0.0
A,gaussian_blur,cross_class_derangement,5,73,0,0.0
A,gaussian_blur,cross_class_derangement,6,9,3,33.333333333333336
A,gaussian_blur,cross_class_derangement,7,231,0,0.0
A,gaussian_blur,cross_class_derangement,8,2,0,0.0
A,gaussian_blur,cross_class_derangement,9,192,0,0.0
A,gaussian_blur,wrong_alt_source,0,297,52,17.50841750841751
A,gaussian_blur,wrong_alt_source,1,31,29,93.54838709677419
A,gaussian_blur,wrong_alt_source,2,46,11,23.91304347826087
A,gaussian_blur,wrong_alt_source,3,12,0,0.0
A,gaussian_blur,wrong_alt_source,4,3,0,0.0
A,gaussian_blur,wrong_alt_source,5,73,9,12.32876712328767
A,gaussian_blur,wrong_alt_source,6,9,2,22.22222222222222
A,gaussian_blur,wrong_alt_source,7,231,47,20.346320346320347
A,gaussian_blur,wrong_alt_source,8,2,1,50.0
A,gaussian_blur,wrong_alt_source,9,192,0,0.0
A,gaussian_blur,noise_source,0,297,0,0.0
A,gaussian_blur,noise_source,1,31,31,100.0
A,gaussian_blur,noise_source,2,46,1,2.1739130434782608
A,gaussian_blur,noise_source,3,12,0,0.0
A,gaussian_blur,noise_source,4,3,0,0.0
A,gaussian_blur,noise_source,5,73,0,0.0
A,gaussian_blur,noise_source,6,9,0,0.0
A,gaussian_blur,noise_source,7,231,0,0.0
A,gaussian_blur,noise_source,8,2,0,0.0
A,gaussian_blur,noise_source,9,192,0,0.0
B,brightness_dark,none,0,297,0,0.0
B,brightness_dark,none,1,31,6,19.35483870967742
B,brightness_dark,none,2,46,40,86.95652173913044
B,brightness_dark,none,3,12,0,0.0
B,brightness_dark,none,4,3,0,0.0
B,brightness_dark,none,5,73,0,0.0
B,brightness_dark,none,6,9,6,66.66666666666667
B,brightness_dark,none,7,231,0,0.0
B,brightness_dark,none,8,2,0,0.0
B,brightness_dark,none,9,192,0,0.0
B,brightness_dark,clean_identity,0,297,0,0.0
B,brightness_dark,clean_identity,1,31,6,19.35483870967742
B,brightness_dark,clean_identity,2,46,40,86.95652173913044
B,brightness_dark,clean_identity,3,12,0,0.0
B,brightness_dark,clean_identity,4,3,0,0.0
B,brightness_dark,clean_identity,5,73,0,0.0
B,brightness_dark,clean_identity,6,9,6,66.66666666666667
B,brightness_dark,clean_identity,7,231,0,0.0
B,brightness_dark,clean_identity,8,2,0,0.0
B,brightness_dark,clean_identity,9,192,0,0.0
B,brightness_dark,correct_pair,0,297,54,18.181818181818183
B,brightness_dark,correct_pair,1,31,28,90.3225806451613
B,brightness_dark,correct_pair,2,46,24,52.17391304347826
B,brightness_dark,correct_pair,3,12,2,16.666666666666668
B,brightness_dark,correct_pair,4,3,0,0.0
B,brightness_dark,correct_pair,5,73,3,4.109589041095891
B,brightness_dark,correct_pair,6,9,6,66.66666666666667
B,brightness_dark,correct_pair,7,231,36,15.584415584415584
B,brightness_dark,correct_pair,8,2,2,100.0
B,brightness_dark,correct_pair,9,192,0,0.0
B,brightness_dark,same_class_derangement,0,297,0,0.0
B,brightness_dark,same_class_derangement,1,31,23,74.19354838709677
B,brightness_dark,same_class_derangement,2,46,28,60.869565217391305
B,brightness_dark,same_class_derangement,3,12,1,8.333333333333334
B,brightness_dark,same_class_derangement,4,3,0,0.0
B,brightness_dark,same_class_derangement,5,73,0,0.0
B,brightness_dark,same_class_derangement,6,9,5,55.55555555555556
B,brightness_dark,same_class_derangement,7,231,0,0.0
B,brightness_dark,same_class_derangement,8,2,0,0.0
B,brightness_dark,same_class_derangement,9,192,0,0.0
B,brightness_dark,cross_class_derangement,0,297,0,0.0
B,brightness_dark,cross_class_derangement,1,31,3,9.67741935483871
B,brightness_dark,cross_class_derangement,2,46,10,21.73913043478261
B,brightness_dark,cross_class_derangement,3,12,0,0.0
B,brightness_dark,cross_class_derangement,4,3,0,0.0
B,brightness_dark,cross_class_derangement,5,73,0,0.0
B,brightness_dark,cross_class_derangement,6,9,7,77.77777777777777
B,brightness_dark,cross_class_derangement,7,231,0,0.0
B,brightness_dark,cross_class_derangement,8,2,0,0.0
B,brightness_dark,cross_class_derangement,9,192,0,0.0
B,brightness_dark,wrong_alt_source,0,297,0,0.0
B,brightness_dark,wrong_alt_source,1,31,2,6.451612903225806
B,brightness_dark,wrong_alt_source,2,46,41,89.1304347826087
B,brightness_dark,wrong_alt_source,3,12,0,0.0
B,brightness_dark,wrong_alt_source,4,3,0,0.0
B,brightness_dark,wrong_alt_source,5,73,0,0.0
B,brightness_dark,wrong_alt_source,6,9,4,44.44444444444444
B,brightness_dark,wrong_alt_source,7,231,0,0.0
B,brightness_dark,wrong_alt_source,8,2,0,0.0
B,brightness_dark,wrong_alt_source,9,192,0,0.0
B,brightness_dark,noise_source,0,297,0,0.0
B,brightness_dark,noise_source,1,31,0,0.0
B,brightness_dark,noise_source,2,46,46,100.0
B,brightness_dark,noise_source,3,12,0,0.0
B,brightness_dark,noise_source,4,3,0,0.0
B,brightness_dark,noise_source,5,73,0,0.0
B,brightness_dark,noise_source,6,9,0,0.0
B,brightness_dark,noise_source,7,231,0,0.0
B,brightness_dark,noise_source,8,2,0,0.0
B,brightness_dark,noise_source,9,192,0,0.0
B,contrast_low,none,0,297,21,7.070707070707071
B,contrast_low,none,1,31,4,12.903225806451612
B,contrast_low,none,2,46,26,56.52173913043478
B,contrast_low,none,3,12,0,0.0
B,contrast_low,none,4,3,0,0.0
B,contrast_low,none,5,73,2,2.73972602739726
B,contrast_low,none,6,9,6,66.66666666666667
B,contrast_low,none,7,231,0,0.0
B,contrast_low,none,8,2,0,0.0
B,contrast_low,none,9,192,0,0.0
B,contrast_low,clean_identity,0,297,21,7.070707070707071
B,contrast_low,clean_identity,1,31,4,12.903225806451612
B,contrast_low,clean_identity,2,46,26,56.52173913043478
B,contrast_low,clean_identity,3,12,0,0.0
B,contrast_low,clean_identity,4,3,0,0.0
B,contrast_low,clean_identity,5,73,2,2.73972602739726
B,contrast_low,clean_identity,6,9,6,66.66666666666667
B,contrast_low,clean_identity,7,231,0,0.0
B,contrast_low,clean_identity,8,2,0,0.0
B,contrast_low,clean_identity,9,192,0,0.0
B,contrast_low,correct_pair,0,297,35,11.784511784511784
B,contrast_low,correct_pair,1,31,28,90.3225806451613
B,contrast_low,correct_pair,2,46,16,34.78260869565217
B,contrast_low,correct_pair,3,12,1,8.333333333333334
B,contrast_low,correct_pair,4,3,0,0.0
B,contrast_low,correct_pair,5,73,4,5.47945205479452
B,contrast_low,correct_pair,6,9,6,66.66666666666667
B,contrast_low,correct_pair,7,231,6,2.5974025974025974
B,contrast_low,correct_pair,8,2,2,100.0
B,contrast_low,correct_pair,9,192,0,0.0
B,contrast_low,same_class_derangement,0,297,0,0.0
B,contrast_low,same_class_derangement,1,31,22,70.96774193548387
B,contrast_low,same_class_derangement,2,46,17,36.95652173913044
B,contrast_low,same_class_derangement,3,12,0,0.0
B,contrast_low,same_class_derangement,4,3,0,0.0
B,contrast_low,same_class_derangement,5,73,0,0.0
B,contrast_low,same_class_derangement,6,9,6,66.66666666666667
B,contrast_low,same_class_derangement,7,231,0,0.0
B,contrast_low,same_class_derangement,8,2,0,0.0
B,contrast_low,same_class_derangement,9,192,0,0.0
B,contrast_low,cross_class_derangement,0,297,0,0.0
B,contrast_low,cross_class_derangement,1,31,3,9.67741935483871
B,contrast_low,cross_class_derangement,2,46,4,8.695652173913043
B,contrast_low,cross_class_derangement,3,12,0,0.0
B,contrast_low,cross_class_derangement,4,3,0,0.0
B,contrast_low,cross_class_derangement,5,73,0,0.0
B,contrast_low,cross_class_derangement,6,9,7,77.77777777777777
B,contrast_low,cross_class_derangement,7,231,0,0.0
B,contrast_low,cross_class_derangement,8,2,0,0.0
B,contrast_low,cross_class_derangement,9,192,0,0.0
B,contrast_low,wrong_alt_source,0,297,18,6.0606060606060606
B,contrast_low,wrong_alt_source,1,31,13,41.935483870967744
B,contrast_low,wrong_alt_source,2,46,19,41.30434782608695
B,contrast_low,wrong_alt_source,3,12,0,0.0
B,contrast_low,wrong_alt_source,4,3,0,0.0
B,contrast_low,wrong_alt_source,5,73,2,2.73972602739726
B,contrast_low,wrong_alt_source,6,9,7,77.77777777777777
B,contrast_low,wrong_alt_source,7,231,0,0.0
B,contrast_low,wrong_alt_source,8,2,0,0.0
B,contrast_low,wrong_alt_source,9,192,0,0.0
B,contrast_low,noise_source,0,297,0,0.0
B,contrast_low,noise_source,1,31,0,0.0
B,contrast_low,noise_source,2,46,34,73.91304347826087
B,contrast_low,noise_source,3,12,0,0.0
B,contrast_low,noise_source,4,3,0,0.0
B,contrast_low,noise_source,5,73,0,0.0
B,contrast_low,noise_source,6,9,2,22.22222222222222
B,contrast_low,noise_source,7,231,0,0.0
B,contrast_low,noise_source,8,2,0,0.0
B,contrast_low,noise_source,9,192,0,0.0
B,gaussian_noise,none,0,297,36,12.121212121212121
B,gaussian_noise,none,1,31,29,93.54838709677419
B,gaussian_noise,none,2,46,15,32.608695652173914
B,gaussian_noise,none,3,12,1,8.333333333333334
B,gaussian_noise,none,4,3,0,0.0
B,gaussian_noise,none,5,73,6,8.219178082191782
B,gaussian_noise,none,6,9,7,77.77777777777777
B,gaussian_noise,none,7,231,20,8.658008658008658
B,gaussian_noise,none,8,2,2,100.0
B,gaussian_noise,none,9,192,0,0.0
B,gaussian_noise,clean_identity,0,297,36,12.121212121212121
B,gaussian_noise,clean_identity,1,31,29,93.54838709677419
B,gaussian_noise,clean_identity,2,46,15,32.608695652173914
B,gaussian_noise,clean_identity,3,12,1,8.333333333333334
B,gaussian_noise,clean_identity,4,3,0,0.0
B,gaussian_noise,clean_identity,5,73,6,8.219178082191782
B,gaussian_noise,clean_identity,6,9,7,77.77777777777777
B,gaussian_noise,clean_identity,7,231,20,8.658008658008658
B,gaussian_noise,clean_identity,8,2,2,100.0
B,gaussian_noise,clean_identity,9,192,0,0.0
B,gaussian_noise,correct_pair,0,297,50,16.835016835016834
B,gaussian_noise,correct_pair,1,31,27,87.09677419354838
B,gaussian_noise,correct_pair,2,46,19,41.30434782608695
B,gaussian_noise,correct_pair,3,12,1,8.333333333333334
B,gaussian_noise,correct_pair,4,3,0,0.0
B,gaussian_noise,correct_pair,5,73,9,12.32876712328767
B,gaussian_noise,correct_pair,6,9,7,77.77777777777777
B,gaussian_noise,correct_pair,7,231,24,10.38961038961039
B,gaussian_noise,correct_pair,8,2,2,100.0
B,gaussian_noise,correct_pair,9,192,0,0.0
B,gaussian_noise,same_class_derangement,0,297,0,0.0
B,gaussian_noise,same_class_derangement,1,31,20,64.51612903225806
B,gaussian_noise,same_class_derangement,2,46,20,43.47826086956522
B,gaussian_noise,same_class_derangement,3,12,0,0.0
B,gaussian_noise,same_class_derangement,4,3,0,0.0
B,gaussian_noise,same_class_derangement,5,73,0,0.0
B,gaussian_noise,same_class_derangement,6,9,8,88.88888888888889
B,gaussian_noise,same_class_derangement,7,231,0,0.0
B,gaussian_noise,same_class_derangement,8,2,0,0.0
B,gaussian_noise,same_class_derangement,9,192,0,0.0
B,gaussian_noise,cross_class_derangement,0,297,0,0.0
B,gaussian_noise,cross_class_derangement,1,31,2,6.451612903225806
B,gaussian_noise,cross_class_derangement,2,46,8,17.391304347826086
B,gaussian_noise,cross_class_derangement,3,12,0,0.0
B,gaussian_noise,cross_class_derangement,4,3,0,0.0
B,gaussian_noise,cross_class_derangement,5,73,0,0.0
B,gaussian_noise,cross_class_derangement,6,9,8,88.88888888888889
B,gaussian_noise,cross_class_derangement,7,231,0,0.0
B,gaussian_noise,cross_class_derangement,8,2,0,0.0
B,gaussian_noise,cross_class_derangement,9,192,0,0.0
B,gaussian_noise,wrong_alt_source,0,297,24,8.080808080808081
B,gaussian_noise,wrong_alt_source,1,31,24,77.41935483870968
B,gaussian_noise,wrong_alt_source,2,46,7,15.217391304347826
B,gaussian_noise,wrong_alt_source,3,12,4,33.333333333333336
B,gaussian_noise,wrong_alt_source,4,3,0,0.0
B,gaussian_noise,wrong_alt_source,5,73,42,57.534246575342465
B,gaussian_noise,wrong_alt_source,6,9,6,66.66666666666667
B,gaussian_noise,wrong_alt_source,7,231,57,24.675324675324674
B,gaussian_noise,wrong_alt_source,8,2,1,50.0
B,gaussian_noise,wrong_alt_source,9,192,0,0.0
B,gaussian_noise,noise_source,0,297,0,0.0
B,gaussian_noise,noise_source,1,31,0,0.0
B,gaussian_noise,noise_source,2,46,31,67.3913043478261
B,gaussian_noise,noise_source,3,12,0,0.0
B,gaussian_noise,noise_source,4,3,0,0.0
B,gaussian_noise,noise_source,5,73,0,0.0
B,gaussian_noise,noise_source,6,9,2,22.22222222222222
B,gaussian_noise,noise_source,7,231,0,0.0
B,gaussian_noise,noise_source,8,2,0,0.0
B,gaussian_noise,noise_source,9,192,0,0.0
B,gaussian_blur,none,0,297,49,16.4983164983165
B,gaussian_blur,none,1,31,21,67.74193548387096
B,gaussian_blur,none,2,46,26,56.52173913043478
B,gaussian_blur,none,3,12,2,16.666666666666668
B,gaussian_blur,none,4,3,0,0.0
B,gaussian_blur,none,5,73,10,13.698630136986301
B,gaussian_blur,none,6,9,7,77.77777777777777
B,gaussian_blur,none,7,231,27,11.688311688311689
B,gaussian_blur,none,8,2,1,50.0
B,gaussian_blur,none,9,192,0,0.0
B,gaussian_blur,clean_identity,0,297,49,16.4983164983165
B,gaussian_blur,clean_identity,1,31,21,67.74193548387096
B,gaussian_blur,clean_identity,2,46,26,56.52173913043478
B,gaussian_blur,clean_identity,3,12,2,16.666666666666668
B,gaussian_blur,clean_identity,4,3,0,0.0
B,gaussian_blur,clean_identity,5,73,10,13.698630136986301
B,gaussian_blur,clean_identity,6,9,7,77.77777777777777
B,gaussian_blur,clean_identity,7,231,27,11.688311688311689
B,gaussian_blur,clean_identity,8,2,1,50.0
B,gaussian_blur,clean_identity,9,192,0,0.0
B,gaussian_blur,correct_pair,0,297,45,15.151515151515152
B,gaussian_blur,correct_pair,1,31,28,90.3225806451613
