salt,bank,client,target,source_context,entropy,max_class_fraction,macroclass_contribution_P11_minus_P00,P11_states,P00_states
T013-S3,B,94,gaussian_blur,gaussian_blur,0.08621407475879368,0.95,-0.6262478639866487,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,94,clean,clean,0.08621407475879368,0.95,-0.6199108138238573,clean|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,94,clean,clean,0.08621407475879368,0.95,-0.6198216276477146,clean|clean,brightness_dark|brightness_dark
T013-S1,A,94,clean,clean,0.08621407475879368,0.95,-0.6198216276477146,clean|clean,brightness_dark|brightness_dark
T013-S2,A,94,clean,clean,0.08621407475879368,0.95,-0.6198216276477146,clean|clean,brightness_dark|brightness_dark
T013-S3,A,94,clean,clean,0.08621407475879368,0.95,-0.6198216276477146,clean|clean,brightness_dark|brightness_dark
T013-S3,B,94,clean,clean,0.08621407475879368,0.95,-0.606510590858417,clean|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,94,gaussian_blur,gaussian_blur,0.08621407475879368,0.95,-0.5996034938640177,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,94,gaussian_blur,gaussian_blur,0.08621407475879368,0.95,-0.5996034938640177,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,94,gaussian_blur,gaussian_blur,0.08621407475879368,0.95,-0.5996034938640177,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,94,gaussian_blur,gaussian_blur,0.08621407475879368,0.95,-0.5996034938640177,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,29,clean,gaussian_noise,-0.0,1.0,-0.5953177257525084,clean|clean,contrast_low|contrast_low
T013-S1,B,29,clean,gaussian_noise,-0.0,1.0,-0.5953177257525084,clean|clean,contrast_low|contrast_low
T013-S2,B,29,clean,gaussian_noise,-0.0,1.0,-0.5953177257525084,clean|clean,contrast_low|contrast_low
T013-S3,B,29,clean,gaussian_noise,-0.0,1.0,-0.5953177257525084,clean|clean,contrast_low|contrast_low
T013-S0,A,29,clean,gaussian_noise,-0.0,1.0,-0.5819397993311036,clean|clean,contrast_low|contrast_low
T013-S1,A,29,clean,gaussian_noise,-0.0,1.0,-0.5819397993311036,clean|clean,contrast_low|contrast_low
T013-S2,A,29,clean,gaussian_noise,-0.0,1.0,-0.5819397993311036,clean|clean,contrast_low|contrast_low
T013-S3,A,29,clean,gaussian_noise,-0.0,1.0,-0.5819397993311036,clean|clean,contrast_low|contrast_low
T013-S0,B,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.5126867335562988,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,B,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.5126867335562988,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,B,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.5126867335562988,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,B,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.5126867335562988,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,B,29,brightness_dark,brightness_dark,-0.0,1.0,-0.5083612040133779,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S1,B,29,brightness_dark,brightness_dark,-0.0,1.0,-0.5083612040133779,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S2,B,29,brightness_dark,brightness_dark,-0.0,1.0,-0.5083612040133779,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,B,29,brightness_dark,brightness_dark,-0.0,1.0,-0.5083612040133779,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S0,A,29,brightness_dark,brightness_dark,-0.0,1.0,-0.4816053511705686,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S1,A,29,brightness_dark,brightness_dark,-0.0,1.0,-0.4816053511705686,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S2,A,29,brightness_dark,brightness_dark,-0.0,1.0,-0.4816053511705686,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,A,29,brightness_dark,brightness_dark,-0.0,1.0,-0.4816053511705686,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S0,A,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.4527090301003345,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,A,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.4527090301003345,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,A,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.4527090301003345,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,A,94,contrast_low,contrast_low,0.08621407475879368,0.95,-0.4527090301003345,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,A,26,gaussian_blur,contrast_low,0.08621407475879368,0.95,-0.4515860552419876,contrast_low|contrast_low,gaussian_blur|gaussian_blur
T013-S1,A,26,gaussian_blur,contrast_low,0.08621407475879368,0.95,-0.4515860552419876,contrast_low|contrast_low,gaussian_blur|gaussian_blur
T013-S2,A,26,gaussian_blur,contrast_low,0.08621407475879368,0.95,-0.4515860552419876,contrast_low|contrast_low,gaussian_blur|gaussian_blur
T013-S3,A,26,gaussian_blur,contrast_low,0.08621407475879368,0.95,-0.4515860552419876,contrast_low|contrast_low,gaussian_blur|gaussian_blur
T013-S0,B,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.43373094764744863,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.43373094764744863,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.43373094764744863,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.43373094764744863,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.42714380384360506,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.42714380384360506,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.4266666666666667,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.4266666666666667,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.4266666666666667,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.4266666666666667,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,39,contrast_low,contrast_low,-0.0,1.0,-0.41749502982107356,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S1,A,39,contrast_low,contrast_low,-0.0,1.0,-0.41749502982107356,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S2,A,39,contrast_low,contrast_low,-0.0,1.0,-0.41749502982107356,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S3,A,39,contrast_low,contrast_low,-0.0,1.0,-0.41749502982107356,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S0,A,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.41333333333333333,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.41333333333333333,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.41333333333333333,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,65,gaussian_blur,gaussian_blur,-0.0,1.0,-0.41333333333333333,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,39,brightness_dark,brightness_dark,-0.0,1.0,-0.41086812458581845,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,A,39,brightness_dark,brightness_dark,-0.0,1.0,-0.41086812458581845,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,A,39,brightness_dark,brightness_dark,-0.0,1.0,-0.41086812458581845,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,A,39,brightness_dark,brightness_dark,-0.0,1.0,-0.41086812458581845,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,B,30,contrast_low,contrast_low,0.37162086641628495,0.5,-0.40686547382372434,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,B,30,contrast_low,contrast_low,0.37162086641628495,0.5,-0.40686547382372434,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,B,65,clean,clean,-0.0,1.0,-0.4066666666666667,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S0,B,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.4013377926421405,clean|clean,contrast_low|contrast_low
T013-S1,B,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.4013377926421405,clean|clean,contrast_low|contrast_low
T013-S2,B,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.4013377926421405,clean|clean,contrast_low|contrast_low
T013-S3,B,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.4013377926421405,clean|clean,contrast_low|contrast_low
T013-S0,A,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.4005168986083499,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.4005168986083499,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.4005168986083499,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,30,clean,gaussian_blur,0.37162086641628495,0.5,-0.4005168986083499,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,65,contrast_low,contrast_low,-0.0,1.0,-0.4,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,B,65,contrast_low,contrast_low,-0.0,1.0,-0.4,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,B,65,contrast_low,contrast_low,-0.0,1.0,-0.4,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,B,65,clean,clean,-0.0,1.0,-0.4,clean|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,65,contrast_low,contrast_low,-0.0,1.0,-0.4,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,B,65,clean,clean,-0.0,1.0,-0.3933333333333333,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,65,clean,clean,-0.0,1.0,-0.3933333333333333,clean|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.3931926121372032,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.3931926121372032,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.3931926121372032,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.3931926121372032,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,39,brightness_dark,brightness_dark,-0.0,1.0,-0.390987408880053,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,B,39,brightness_dark,brightness_dark,-0.0,1.0,-0.390987408880053,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,B,39,brightness_dark,brightness_dark,-0.0,1.0,-0.390987408880053,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,B,39,brightness_dark,brightness_dark,-0.0,1.0,-0.390987408880053,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,A,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.3879598662207358,clean|clean,contrast_low|contrast_low
T013-S1,A,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.3879598662207358,clean|clean,contrast_low|contrast_low
T013-S2,A,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.3879598662207358,clean|clean,contrast_low|contrast_low
T013-S3,A,29,gaussian_noise,gaussian_noise,-0.0,1.0,-0.3879598662207358,clean|clean,contrast_low|contrast_low
T013-S0,B,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.38659630606860157,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.38659630606860157,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.38659630606860157,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,8,gaussian_blur,gaussian_blur,0.21732201127364886,0.8,-0.38659630606860157,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.3862802492802422,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,B,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.3862802492802422,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,B,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.3862802492802422,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,B,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.3862802492802422,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,B,39,contrast_low,contrast_low,-0.0,1.0,-0.3843605036447979,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S1,B,39,contrast_low,contrast_low,-0.0,1.0,-0.3843605036447979,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S2,B,39,contrast_low,contrast_low,-0.0,1.0,-0.3843605036447979,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S3,B,39,contrast_low,contrast_low,-0.0,1.0,-0.3843605036447979,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S1,A,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.3807952286282306,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.3807952286282306,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.3807952286282306,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,65,clean,clean,-0.0,1.0,-0.38,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S3,A,65,clean,clean,-0.0,1.0,-0.38,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S0,A,65,contrast_low,contrast_low,-0.0,1.0,-0.37333333333333335,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,A,65,clean,clean,-0.0,1.0,-0.37333333333333335,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,65,contrast_low,contrast_low,-0.0,1.0,-0.37333333333333335,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,A,65,clean,clean,-0.0,1.0,-0.37333333333333335,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,65,contrast_low,contrast_low,-0.0,1.0,-0.37333333333333335,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,A,65,contrast_low,contrast_low,-0.0,1.0,-0.37333333333333335,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,B,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.36666666666666664,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.36666666666666664,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.36666666666666664,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.36666666666666664,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.35333333333333333,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.35333333333333333,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.35333333333333333,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,65,gaussian_noise,gaussian_noise,-0.0,1.0,-0.35333333333333333,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3512259774685222,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,A,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3512259774685222,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,A,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3512259774685222,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,A,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3512259774685222,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,B,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3475811795891319,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3475811795891319,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3475811795891319,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3475811795891319,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.34649133107443747,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,A,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.34649133107443747,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,A,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.34649133107443747,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,A,8,contrast_low,contrast_low,0.21732201127364886,0.8,-0.34649133107443747,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,B,30,contrast_low,contrast_low,0.37162086641628495,0.5,-0.34587143803843606,contrast_low|contrast_low,gaussian_noise|brightness_dark
T013-S0,B,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3445990722332671,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,B,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3445990722332671,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,B,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3445990722332671,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,B,97,brightness_dark,brightness_dark,0.29854955310662773,0.75,-0.3445990722332671,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,B,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.33424784625579856,clean|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.33375549692172385,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.33375549692172385,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.33375549692172385,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.33375549692172385,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.32758117958913185,clean|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,8,clean,clean,0.21732201127364886,0.8,-0.32680738786279684,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,8,clean,clean,0.21732201127364886,0.8,-0.32680738786279684,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,8,clean,clean,0.21732201127364886,0.8,-0.32680738786279684,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,8,clean,clean,0.21732201127364886,0.8,-0.32680738786279684,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,30,contrast_low,contrast_low,0.37162086641628495,0.5,-0.3258316766070245,contrast_low|contrast_low,gaussian_noise|brightness_dark
T013-S1,B,30,contrast_low,contrast_low,0.37162086641628495,0.5,-0.31924453280318094,gaussian_blur|contrast_low,gaussian_noise|brightness_dark
T013-S0,A,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3143671305500331,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3143671305500331,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3143671305500331,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,30,gaussian_noise,gaussian_noise,0.37162086641628495,0.5,-0.3143671305500331,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,8,clean,clean,0.21732201127364886,0.8,-0.3134740545294635,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,8,clean,clean,0.21732201127364886,0.8,-0.3134740545294635,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,8,clean,clean,0.21732201127364886,0.8,-0.3134740545294635,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,8,clean,clean,0.21732201127364886,0.8,-0.3134740545294635,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.31130550033134524,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,A,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.31130550033134524,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,A,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.31130550033134524,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,A,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.31130550033134524,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,A,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.3004925241864556,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.3004925241864556,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.3004925241864556,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,8,gaussian_noise,gaussian_noise,0.21732201127364886,0.8,-0.3004925241864556,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,B,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.2980119284294235,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,B,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.2980119284294235,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,B,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.2980119284294235,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,B,30,brightness_dark,brightness_dark,0.37162086641628495,0.5,-0.2980119284294235,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,A,30,gaussian_blur,gaussian_blur,0.37162086641628495,0.5,-0.29452617627567923,clean|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,97,contrast_low,contrast_low,0.29854955310662773,0.75,-0.291583830351226,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S1,A,97,contrast_low,contrast_low,0.29854955310662773,0.75,-0.291583830351226,contrast_low|contrast_low,gaussian_noise|gaussian_noise
