client,pool,target,context,n_query,prediction_key,accuracy,loss,worst_class_accuracy
1,B,contrast_low,same_class_derangement,99,r80,3.030303120613098,3.001051425933838,0.0
1,B,contrast_low,cross_class_derangement,99,r81,0.0,3.1104886531829834,0.0
1,B,contrast_low,wrong_alt_source,99,r82,3.030303120613098,3.0336265563964844,0.0
1,B,contrast_low,noise_source,99,r83,0.0,3.0981557369232178,0.0
1,A,gaussian_noise,none,99,r84,10.101009905338287,2.8335189819335938,0.0
1,A,gaussian_noise,clean_identity,99,r85,10.101009905338287,2.8335189819335938,0.0
1,A,gaussian_noise,correct_pair,99,r86,12.121212482452393,2.635772466659546,0.0
1,A,gaussian_noise,same_class_derangement,99,r87,4.040404036641121,3.16549015045166,0.0
1,A,gaussian_noise,cross_class_derangement,99,r88,4.040404036641121,3.1059563159942627,0.0
1,A,gaussian_noise,wrong_alt_source,99,r89,25.25252401828766,3.0097298622131348,0.0
1,A,gaussian_noise,noise_source,99,r90,4.040404036641121,3.224270820617676,0.0
1,B,gaussian_noise,none,99,r91,10.101009905338287,2.8335189819335938,0.0
1,B,gaussian_noise,clean_identity,99,r92,10.101009905338287,2.8335189819335938,0.0
1,B,gaussian_noise,correct_pair,99,r93,12.121212482452393,2.6257240772247314,0.0
1,B,gaussian_noise,same_class_derangement,99,r94,3.030303120613098,2.9929959774017334,0.0
1,B,gaussian_noise,cross_class_derangement,99,r95,0.0,3.097982406616211,0.0
1,B,gaussian_noise,wrong_alt_source,99,r96,27.272728085517883,2.988459348678589,0.0
1,B,gaussian_noise,noise_source,99,r97,0.0,3.1101505756378174,0.0
1,A,gaussian_blur,none,99,r98,11.11111119389534,2.5880508422851562,0.0
1,A,gaussian_blur,clean_identity,99,r99,11.11111119389534,2.5880508422851562,0.0
1,A,gaussian_blur,correct_pair,99,r100,17.171716690063477,2.58603835105896,0.0
1,A,gaussian_blur,same_class_derangement,99,r101,4.040404036641121,3.1696321964263916,0.0
1,A,gaussian_blur,cross_class_derangement,99,r102,4.040404036641121,3.0913443565368652,0.0
1,A,gaussian_blur,wrong_alt_source,99,r103,23.232322931289673,3.027623414993286,0.0
1,A,gaussian_blur,noise_source,99,r104,4.040404036641121,3.228445053100586,0.0
1,B,gaussian_blur,none,99,r105,11.11111119389534,2.5880508422851562,0.0
1,B,gaussian_blur,clean_identity,99,r106,11.11111119389534,2.5880508422851562,0.0
1,B,gaussian_blur,correct_pair,99,r107,17.171716690063477,2.5834081172943115,0.0
1,B,gaussian_blur,same_class_derangement,99,r108,3.030303120613098,2.9636189937591553,0.0
1,B,gaussian_blur,cross_class_derangement,99,r109,0.0,3.0950868129730225,0.0
1,B,gaussian_blur,wrong_alt_source,99,r110,21.212121844291687,3.162956714630127,0.0
1,B,gaussian_blur,noise_source,99,r111,0.0,3.1026716232299805,0.0
2,A,brightness_dark,none,140,r112,0.0,3.902656316757202,0.0
2,A,brightness_dark,clean_identity,140,r113,0.0,3.902656316757202,0.0
2,A,brightness_dark,correct_pair,140,r114,1.4285714365541935,3.570312023162842,0.0
2,A,brightness_dark,same_class_derangement,140,r115,0.0,3.6952226161956787,0.0
2,A,brightness_dark,cross_class_derangement,140,r116,0.0,3.6460776329040527,0.0
2,A,brightness_dark,wrong_alt_source,140,r117,0.0,3.8041470050811768,0.0
2,A,brightness_dark,noise_source,140,r118,0.0,3.863002300262451,0.0
2,B,brightness_dark,none,140,r119,0.0,3.902656316757202,0.0
2,B,brightness_dark,clean_identity,140,r120,0.0,3.902656316757202,0.0
2,B,brightness_dark,correct_pair,140,r121,1.4285714365541935,3.5985283851623535,0.0
2,B,brightness_dark,same_class_derangement,140,r122,0.7142857182770967,3.683271646499634,0.0
2,B,brightness_dark,cross_class_derangement,140,r123,0.0,3.983875274658203,0.0
2,B,brightness_dark,wrong_alt_source,140,r124,0.0,3.7759408950805664,0.0
2,B,brightness_dark,noise_source,140,r125,0.0,4.098935127258301,0.0
2,A,contrast_low,none,140,r126,0.0,3.8117313385009766,0.0
2,A,contrast_low,clean_identity,140,r127,0.0,3.8117313385009766,0.0
2,A,contrast_low,correct_pair,140,r128,0.7142857182770967,3.6031088829040527,0.0
2,A,contrast_low,same_class_derangement,140,r129,0.0,3.7077248096466064,0.0
2,A,contrast_low,cross_class_derangement,140,r130,0.0,3.6630969047546387,0.0
2,A,contrast_low,wrong_alt_source,140,r131,0.0,3.689821481704712,0.0
2,A,contrast_low,noise_source,140,r132,0.0,3.700197458267212,0.0
2,B,contrast_low,none,140,r133,0.0,3.8117313385009766,0.0
2,B,contrast_low,clean_identity,140,r134,0.0,3.8117313385009766,0.0
2,B,contrast_low,correct_pair,140,r135,0.7142857182770967,3.6089155673980713,0.0
2,B,contrast_low,same_class_derangement,140,r136,0.0,3.759535551071167,0.0
2,B,contrast_low,cross_class_derangement,140,r137,0.0,3.980637550354004,0.0
2,B,contrast_low,wrong_alt_source,140,r138,0.0,3.695223569869995,0.0
2,B,contrast_low,noise_source,140,r139,0.0,4.0517401695251465,0.0
2,A,gaussian_noise,none,140,r140,0.7142857182770967,3.54011869430542,0.0
2,A,gaussian_noise,clean_identity,140,r141,0.7142857182770967,3.54011869430542,0.0
2,A,gaussian_noise,correct_pair,140,r142,0.7142857182770967,3.1652324199676514,0.0
2,A,gaussian_noise,same_class_derangement,140,r143,0.0,3.712785482406616,0.0
2,A,gaussian_noise,cross_class_derangement,140,r144,0.0,3.6091673374176025,0.0
2,A,gaussian_noise,wrong_alt_source,140,r145,3.57142873108387,7.3101983070373535,0.0
2,A,gaussian_noise,noise_source,140,r146,0.0,3.7351396083831787,0.0
2,B,gaussian_noise,none,140,r147,0.7142857182770967,3.54011869430542,0.0
2,B,gaussian_noise,clean_identity,140,r148,0.7142857182770967,3.54011869430542,0.0
2,B,gaussian_noise,correct_pair,140,r149,0.7142857182770967,3.1718413829803467,0.0
2,B,gaussian_noise,same_class_derangement,140,r150,0.0,3.6877284049987793,0.0
2,B,gaussian_noise,cross_class_derangement,140,r151,0.0,3.9719460010528564,0.0
2,B,gaussian_noise,wrong_alt_source,140,r152,3.57142873108387,7.203076362609863,0.0
2,B,gaussian_noise,noise_source,140,r153,0.0,4.109513282775879,0.0
2,A,gaussian_blur,none,140,r154,1.4285714365541935,3.058971405029297,0.0
2,A,gaussian_blur,clean_identity,140,r155,1.4285714365541935,3.058971405029297,0.0
2,A,gaussian_blur,correct_pair,140,r156,2.142857201397419,3.1865735054016113,0.0
2,A,gaussian_blur,same_class_derangement,140,r157,0.0,3.7095654010772705,0.0
2,A,gaussian_blur,cross_class_derangement,140,r158,0.0,3.602442979812622,0.0
2,A,gaussian_blur,wrong_alt_source,140,r159,0.7142857182770967,4.0265212059021,0.0
2,A,gaussian_blur,noise_source,140,r160,0.0,3.7100167274475098,0.0
2,B,gaussian_blur,none,140,r161,1.4285714365541935,3.058971405029297,0.0
2,B,gaussian_blur,clean_identity,140,r162,1.4285714365541935,3.058971405029297,0.0
2,B,gaussian_blur,correct_pair,140,r163,2.142857201397419,3.20021915435791,0.0
2,B,gaussian_blur,same_class_derangement,140,r164,1.4285714365541935,3.647850513458252,0.0
2,B,gaussian_blur,cross_class_derangement,140,r165,0.0,3.961437225341797,0.0
2,B,gaussian_blur,wrong_alt_source,140,r166,0.7142857182770967,4.177619457244873,0.0
2,B,gaussian_blur,noise_source,140,r167,0.0,4.103874683380127,0.0
3,A,brightness_dark,none,216,r168,0.0,2.8879497051239014,0.0
3,A,brightness_dark,clean_identity,216,r169,0.0,2.8879497051239014,0.0
3,A,brightness_dark,correct_pair,216,r170,14.351852238178253,2.0322084426879883,14.351852238178253
3,A,brightness_dark,same_class_derangement,216,r171,0.0,2.8242290019989014,0.0
3,A,brightness_dark,cross_class_derangement,216,r172,0.0,2.759960651397705,0.0
3,A,brightness_dark,wrong_alt_source,216,r173,0.0,2.802302598953247,0.0
3,A,brightness_dark,noise_source,216,r174,0.0,3.016371726989746,0.0
3,B,brightness_dark,none,216,r175,0.0,2.8879497051239014,0.0
3,B,brightness_dark,clean_identity,216,r176,0.0,2.8879497051239014,0.0
3,B,brightness_dark,correct_pair,216,r177,14.814814925193787,2.019490957260132,14.814814925193787
3,B,brightness_dark,same_class_derangement,216,r178,0.0,2.7758593559265137,0.0
3,B,brightness_dark,cross_class_derangement,216,r179,0.0,3.116029739379883,0.0
3,B,brightness_dark,wrong_alt_source,216,r180,0.0,2.80639386177063,0.0
3,B,brightness_dark,noise_source,216,r181,0.0,3.155940055847168,0.0
3,A,contrast_low,none,216,r182,4.16666679084301,2.1420304775238037,4.16666679084301
3,A,contrast_low,clean_identity,216,r183,4.16666679084301,2.1420304775238037,4.16666679084301
3,A,contrast_low,correct_pair,216,r184,11.574073880910873,2.102752447128296,11.574073880910873
3,A,contrast_low,same_class_derangement,216,r185,0.0,2.849069356918335,0.0
3,A,contrast_low,cross_class_derangement,216,r186,0.0,2.750535011291504,0.0
3,A,contrast_low,wrong_alt_source,216,r187,3.7037037312984467,2.164459466934204,3.7037037312984467
3,A,contrast_low,noise_source,216,r188,0.0,2.925539016723633,0.0
3,B,contrast_low,none,216,r189,4.16666679084301,2.1420304775238037,4.16666679084301
3,B,contrast_low,clean_identity,216,r190,4.16666679084301,2.1420304775238037,4.16666679084301
3,B,contrast_low,correct_pair,216,r191,9.72222238779068,2.2065043449401855,9.72222238779068
3,B,contrast_low,same_class_derangement,216,r192,0.0,2.761861801147461,0.0
3,B,contrast_low,cross_class_derangement,216,r193,0.0,3.093960762023926,0.0
3,B,contrast_low,wrong_alt_source,216,r194,3.7037037312984467,2.1792547702789307,3.7037037312984467
3,B,contrast_low,noise_source,216,r195,0.0,3.2151925563812256,0.0
3,A,gaussian_noise,none,216,r196,10.185185074806213,2.372938871383667,10.185185074806213
3,A,gaussian_noise,clean_identity,216,r197,10.185185074806213,2.372938871383667,10.185185074806213
3,A,gaussian_noise,correct_pair,216,r198,13.88888955116272,2.068936347961426,13.88888955116272
3,A,gaussian_noise,same_class_derangement,216,r199,0.0,2.881892681121826,0.0
3,A,gaussian_noise,cross_class_derangement,216,r200,0.0,2.786724328994751,0.0
3,A,gaussian_noise,wrong_alt_source,216,r201,5.55555559694767,4.4367804527282715,5.55555559694767
3,A,gaussian_noise,noise_source,216,r202,0.0,2.9609761238098145,0.0
3,B,gaussian_noise,none,216,r203,10.185185074806213,2.372938871383667,10.185185074806213
3,B,gaussian_noise,clean_identity,216,r204,10.185185074806213,2.372938871383667,10.185185074806213
3,B,gaussian_noise,correct_pair,216,r205,13.88888955116272,2.0932583808898926,13.88888955116272
3,B,gaussian_noise,same_class_derangement,216,r206,0.0,2.8671610355377197,0.0
3,B,gaussian_noise,cross_class_derangement,216,r207,0.0,3.110159397125244,0.0
3,B,gaussian_noise,wrong_alt_source,216,r208,6.018518656492233,4.4853081703186035,6.018518656492233
3,B,gaussian_noise,noise_source,216,r209,0.0,3.262913942337036,0.0
3,A,gaussian_blur,none,216,r210,12.037037312984467,1.998291254043579,12.037037312984467
3,A,gaussian_blur,clean_identity,216,r211,12.037037312984467,1.998291254043579,12.037037312984467
3,A,gaussian_blur,correct_pair,216,r212,12.5,2.134500503540039,12.5
3,A,gaussian_blur,same_class_derangement,216,r213,0.0,2.876356840133667,0.0
3,A,gaussian_blur,cross_class_derangement,216,r214,0.0,2.775810480117798,0.0
3,A,gaussian_blur,wrong_alt_source,216,r215,15.27777761220932,2.639535903930664,15.27777761220932
3,A,gaussian_blur,noise_source,216,r216,0.0,2.939089059829712,0.0
3,B,gaussian_blur,none,216,r217,12.037037312984467,1.998291254043579,12.037037312984467
3,B,gaussian_blur,clean_identity,216,r218,12.037037312984467,1.998291254043579,12.037037312984467
3,B,gaussian_blur,correct_pair,216,r219,12.037037312984467,2.15228009223938,12.037037312984467
3,B,gaussian_blur,same_class_derangement,216,r220,0.0,2.8246819972991943,0.0
3,B,gaussian_blur,cross_class_derangement,216,r221,0.0,3.1018707752227783,0.0
3,B,gaussian_blur,wrong_alt_source,216,r222,12.5,2.826759099960327,12.5
3,B,gaussian_blur,noise_source,216,r223,0.0,3.246692180633545,0.0
4,A,brightness_dark,none,105,r224,0.0,3.5316429138183594,0.0
4,A,brightness_dark,clean_identity,105,r225,0.0,3.5316429138183594,0.0
4,A,brightness_dark,correct_pair,105,r226,1.904761977493763,3.189345359802246,0.0
4,A,brightness_dark,same_class_derangement,105,r227,0.0,3.3705177307128906,0.0
4,A,brightness_dark,cross_class_derangement,105,r228,0.0,3.33097243309021,0.0
4,A,brightness_dark,wrong_alt_source,105,r229,0.0,3.4495937824249268,0.0
4,A,brightness_dark,noise_source,105,r230,0.0,3.5070672035217285,0.0
4,B,brightness_dark,none,105,r231,0.0,3.5316429138183594,0.0
4,B,brightness_dark,clean_identity,105,r232,0.0,3.5316429138183594,0.0
4,B,brightness_dark,correct_pair,105,r233,2.857143059372902,3.2080612182617188,0.0
4,B,brightness_dark,same_class_derangement,105,r234,0.0,3.3162999153137207,0.0
4,B,brightness_dark,cross_class_derangement,105,r235,0.0,3.5441112518310547,0.0
4,B,brightness_dark,wrong_alt_source,105,r236,0.0,3.426349639892578,0.0
4,B,brightness_dark,noise_source,105,r237,0.0,3.6168549060821533,0.0
4,A,contrast_low,none,105,r238,0.9523809887468815,3.451162815093994,0.0
4,A,contrast_low,clean_identity,105,r239,0.9523809887468815,3.451162815093994,0.0
4,A,contrast_low,correct_pair,105,r240,4.76190485060215,3.237004518508911,0.0
4,A,contrast_low,same_class_derangement,105,r241,0.0,3.3748278617858887,0.0
4,A,contrast_low,cross_class_derangement,105,r242,0.0,3.325870990753174,0.0
4,A,contrast_low,wrong_alt_source,105,r243,0.9523809887468815,3.355269432067871,0.0
4,A,contrast_low,noise_source,105,r244,0.0,3.4082508087158203,0.0
4,B,contrast_low,none,105,r245,0.9523809887468815,3.451162815093994,0.0
4,B,contrast_low,clean_identity,105,r246,0.9523809887468815,3.451162815093994,0.0
4,B,contrast_low,correct_pair,105,r247,4.76190485060215,3.228119373321533,0.0
4,B,contrast_low,same_class_derangement,105,r248,0.0,3.3652422428131104,0.0
4,B,contrast_low,cross_class_derangement,105,r249,0.0,3.533339500427246,0.0
4,B,contrast_low,wrong_alt_source,105,r250,0.9523809887468815,3.3574602603912354,0.0
4,B,contrast_low,noise_source,105,r251,0.0,3.59149432182312,0.0
4,A,gaussian_noise,none,105,r252,5.714286118745804,3.2253482341766357,0.0
4,A,gaussian_noise,clean_identity,105,r253,5.714286118745804,3.2253482341766357,0.0
4,A,gaussian_noise,correct_pair,105,r254,6.666667014360428,2.9263718128204346,0.0
4,A,gaussian_noise,same_class_derangement,105,r255,0.0,3.3905138969421387,0.0
4,A,gaussian_noise,cross_class_derangement,105,r256,0.0,3.302072048187256,0.0
4,A,gaussian_noise,wrong_alt_source,105,r257,21.904762089252472,5.629344940185547,0.0
4,A,gaussian_noise,noise_source,105,r258,0.0,3.428659677505493,0.0
4,B,gaussian_noise,none,105,r259,5.714286118745804,3.2253482341766357,0.0
4,B,gaussian_noise,clean_identity,105,r260,5.714286118745804,3.2253482341766357,0.0
4,B,gaussian_noise,correct_pair,105,r261,6.666667014360428,2.925966501235962,0.0
4,B,gaussian_noise,same_class_derangement,105,r262,0.0,3.3089118003845215,0.0
4,B,gaussian_noise,cross_class_derangement,105,r263,0.0,3.5365214347839355,0.0
4,B,gaussian_noise,wrong_alt_source,105,r264,21.904762089252472,5.550172805786133,0.0
4,B,gaussian_noise,noise_source,105,r265,0.0,3.6453535556793213,0.0
4,A,gaussian_blur,none,105,r266,6.666667014360428,2.833686113357544,0.0
4,A,gaussian_blur,clean_identity,105,r267,6.666667014360428,2.833686113357544,0.0
4,A,gaussian_blur,correct_pair,105,r268,7.619047909975052,2.9351329803466797,0.0
4,A,gaussian_blur,same_class_derangement,105,r269,0.0,3.389565944671631,0.0
4,A,gaussian_blur,cross_class_derangement,105,r270,0.0,3.2971761226654053,0.0
4,A,gaussian_blur,wrong_alt_source,105,r271,6.666667014360428,3.685443162918091,0.0
4,A,gaussian_blur,noise_source,105,r272,0.0,3.4152729511260986,0.0
4,B,gaussian_blur,none,105,r273,6.666667014360428,2.833686113357544,0.0
4,B,gaussian_blur,clean_identity,105,r274,6.666667014360428,2.833686113357544,0.0
4,B,gaussian_blur,correct_pair,105,r275,6.666667014360428,2.945925712585449,0.0
4,B,gaussian_blur,same_class_derangement,105,r276,0.0,3.2794530391693115,0.0
4,B,gaussian_blur,cross_class_derangement,105,r277,0.0,3.525578498840332,0.0
4,B,gaussian_blur,wrong_alt_source,105,r278,6.666667014360428,3.8321847915649414,0.0
4,B,gaussian_blur,noise_source,105,r279,0.0,3.639700174331665,0.0
5,A,brightness_dark,none,158,r280,25.316455960273743,2.1760199069976807,0.0
5,A,brightness_dark,clean_identity,158,r281,25.316455960273743,2.1760199069976807,0.0
5,A,brightness_dark,correct_pair,158,r282,29.7468364238739,1.8506864309310913,3.2258063554763794
5,A,brightness_dark,same_class_derangement,158,r283,1.8987342715263367,2.4535000324249268,0.0
5,A,brightness_dark,cross_class_derangement,158,r284,9.493671357631683,2.392704725265503,0.0
5,A,brightness_dark,wrong_alt_source,158,r285,25.949367880821228,2.1329166889190674,0.0
5,A,brightness_dark,noise_source,158,r286,21.51898741722107,2.53360652923584,0.0
5,B,brightness_dark,none,158,r287,25.316455960273743,2.1760199069976807,0.0
5,B,brightness_dark,clean_identity,158,r288,25.316455960273743,2.1760199069976807,0.0
5,B,brightness_dark,correct_pair,158,r289,30.379748344421387,1.8386176824569702,6.451612710952759
5,B,brightness_dark,same_class_derangement,158,r290,17.721518874168396,2.3243045806884766,0.0
5,B,brightness_dark,cross_class_derangement,158,r291,6.329113990068436,2.556227684020996,0.0
5,B,brightness_dark,wrong_alt_source,158,r292,25.949367880821228,2.1411783695220947,0.0
5,B,brightness_dark,noise_source,158,r293,29.113924503326416,2.5441696643829346,0.0
5,A,contrast_low,none,158,r294,24.683545529842377,1.8476743698120117,3.2258063554763794
5,A,contrast_low,clean_identity,158,r295,24.683545529842377,1.8476743698120117,3.2258063554763794
5,A,contrast_low,correct_pair,158,r296,21.51898741722107,1.9880088567733765,3.2258063554763794
5,A,contrast_low,same_class_derangement,158,r297,0.6329114083200693,2.4835898876190186,0.0
5,A,contrast_low,cross_class_derangement,158,r298,7.594937086105347,2.3986122608184814,0.0
5,A,contrast_low,wrong_alt_source,158,r299,18.987342715263367,1.9080630540847778,3.2258063554763794
5,A,contrast_low,noise_source,158,r300,0.6329114083200693,2.5643975734710693,0.0
5,B,contrast_low,none,158,r301,24.683545529842377,1.8476743698120117,3.2258063554763794
5,B,contrast_low,clean_identity,158,r302,24.683545529842377,1.8476743698120117,3.2258063554763794
5,B,contrast_low,correct_pair,158,r303,19.620253145694733,2.070108652114868,3.2258063554763794
5,B,contrast_low,same_class_derangement,158,r304,10.759493708610535,2.3328962326049805,0.0
5,B,contrast_low,cross_class_derangement,158,r305,2.5316456332802773,2.5429153442382812,0.0
5,B,contrast_low,wrong_alt_source,158,r306,18.987342715263367,1.9181932210922241,3.2258063554763794
5,B,contrast_low,noise_source,158,r307,21.51898741722107,2.602954626083374,0.0
5,A,gaussian_noise,none,158,r308,18.987342715263367,2.09118390083313,3.2258063554763794
5,A,gaussian_noise,clean_identity,158,r309,18.987342715263367,2.09118390083313,3.2258063554763794
5,A,gaussian_noise,correct_pair,158,r310,26.582279801368713,1.8424460887908936,9.677419066429138
5,A,gaussian_noise,same_class_derangement,158,r311,1.8987342715263367,2.4965505599975586,0.0
5,A,gaussian_noise,cross_class_derangement,158,r312,7.594937086105347,2.4179112911224365,0.0
5,A,gaussian_noise,wrong_alt_source,158,r313,21.51898741722107,3.2429935932159424,13.04347813129425
5,A,gaussian_noise,noise_source,158,r314,0.6329114083200693,2.557499885559082,0.0
5,B,gaussian_noise,none,158,r315,18.987342715263367,2.09118390083313,3.2258063554763794
5,B,gaussian_noise,clean_identity,158,r316,18.987342715263367,2.09118390083313,3.2258063554763794
5,B,gaussian_noise,correct_pair,158,r317,26.582279801368713,1.8553662300109863,9.677419066429138
5,B,gaussian_noise,same_class_derangement,158,r318,12.658227980136871,2.3766770362854004,0.0
5,B,gaussian_noise,cross_class_derangement,158,r319,5.0632912665605545,2.5520365238189697,0.0
5,B,gaussian_noise,wrong_alt_source,158,r320,21.51898741722107,3.2176029682159424,13.58024775981903
5,B,gaussian_noise,noise_source,158,r321,19.620253145694733,2.6322736740112305,0.0
5,A,gaussian_blur,none,158,r322,32.91139304637909,1.7235851287841797,9.677419066429138
5,A,gaussian_blur,clean_identity,158,r323,32.91139304637909,1.7235851287841797,9.677419066429138
5,A,gaussian_blur,correct_pair,158,r324,25.949367880821228,1.9043256044387817,9.677419066429138
5,A,gaussian_blur,same_class_derangement,158,r325,1.8987342715263367,2.496626853942871,0.0
