pool,target,context,class,n_query,correct,accuracy
A,contrast_low,none,2,1509,910,60.30483764082174
A,contrast_low,none,3,1482,10,0.6747638326585695
A,contrast_low,none,4,1492,0,0.0
A,contrast_low,none,5,1500,23,1.5333333333333334
A,contrast_low,none,6,1527,1156,75.70399476096922
A,contrast_low,none,7,1508,0,0.0
A,contrast_low,none,8,1502,708,47.13715046604527
A,contrast_low,none,9,1508,0,0.0
A,contrast_low,clean_identity,0,1516,125,8.24538258575198
A,contrast_low,clean_identity,1,1495,89,5.953177257525083
A,contrast_low,clean_identity,2,1509,910,60.30483764082174
A,contrast_low,clean_identity,3,1482,10,0.6747638326585695
A,contrast_low,clean_identity,4,1492,0,0.0
A,contrast_low,clean_identity,5,1500,23,1.5333333333333334
A,contrast_low,clean_identity,6,1527,1156,75.70399476096922
A,contrast_low,clean_identity,7,1508,0,0.0
A,contrast_low,clean_identity,8,1502,708,47.13715046604527
A,contrast_low,clean_identity,9,1508,0,0.0
A,contrast_low,correct_pair,0,1516,196,12.928759894459104
A,contrast_low,correct_pair,1,1495,1000,66.88963210702342
A,contrast_low,correct_pair,2,1509,607,40.225314777998676
A,contrast_low,correct_pair,3,1482,149,10.053981106612685
A,contrast_low,correct_pair,4,1492,0,0.0
A,contrast_low,correct_pair,5,1500,126,8.4
A,contrast_low,correct_pair,6,1527,1169,76.55533726260641
A,contrast_low,correct_pair,7,1508,41,2.7188328912466844
A,contrast_low,correct_pair,8,1502,1019,67.84287616511318
A,contrast_low,correct_pair,9,1508,0,0.0
A,contrast_low,same_class_derangement,0,1516,0,0.0
A,contrast_low,same_class_derangement,1,1495,1424,95.25083612040133
A,contrast_low,same_class_derangement,2,1509,137,9.078860172299535
A,contrast_low,same_class_derangement,3,1482,0,0.0
A,contrast_low,same_class_derangement,4,1492,0,0.0
A,contrast_low,same_class_derangement,5,1500,0,0.0
A,contrast_low,same_class_derangement,6,1527,615,40.27504911591355
A,contrast_low,same_class_derangement,7,1508,0,0.0
A,contrast_low,same_class_derangement,8,1502,0,0.0
A,contrast_low,same_class_derangement,9,1508,0,0.0
A,contrast_low,cross_class_derangement,0,1516,0,0.0
A,contrast_low,cross_class_derangement,1,1495,1392,93.11036789297658
A,contrast_low,cross_class_derangement,2,1509,437,28.959575878064943
A,contrast_low,cross_class_derangement,3,1482,2,0.1349527665317139
A,contrast_low,cross_class_derangement,4,1492,0,0.0
A,contrast_low,cross_class_derangement,5,1500,0,0.0
A,contrast_low,cross_class_derangement,6,1527,975,63.850687622789785
A,contrast_low,cross_class_derangement,7,1508,0,0.0
A,contrast_low,cross_class_derangement,8,1502,48,3.195739014647137
A,contrast_low,cross_class_derangement,9,1508,0,0.0
A,contrast_low,wrong_alt_source,0,1516,100,6.596306068601583
A,contrast_low,wrong_alt_source,1,1495,408,27.29096989966555
A,contrast_low,wrong_alt_source,2,1509,708,46.91848906560636
A,contrast_low,wrong_alt_source,3,1482,32,2.1592442645074224
A,contrast_low,wrong_alt_source,4,1492,0,0.0
A,contrast_low,wrong_alt_source,5,1500,37,2.466666666666667
A,contrast_low,wrong_alt_source,6,1527,1262,82.64571054354944
A,contrast_low,wrong_alt_source,7,1508,0,0.0
A,contrast_low,wrong_alt_source,8,1502,890,59.254327563249
A,contrast_low,wrong_alt_source,9,1508,0,0.0
A,contrast_low,noise_source,0,1516,0,0.0
A,contrast_low,noise_source,1,1495,1485,99.33110367892976
A,contrast_low,noise_source,2,1509,32,2.1206096752816435
A,contrast_low,noise_source,3,1482,0,0.0
A,contrast_low,noise_source,4,1492,0,0.0
A,contrast_low,noise_source,5,1500,0,0.0
A,contrast_low,noise_source,6,1527,0,0.0
A,contrast_low,noise_source,7,1508,0,0.0
A,contrast_low,noise_source,8,1502,0,0.0
A,contrast_low,noise_source,9,1508,0,0.0
A,gaussian_noise,none,0,1516,189,12.467018469656992
A,gaussian_noise,none,1,1495,1270,84.94983277591973
A,gaussian_noise,none,2,1509,539,35.71901921802518
A,gaussian_noise,none,3,1482,157,10.59379217273954
A,gaussian_noise,none,4,1492,1,0.06702412868632708
A,gaussian_noise,none,5,1500,188,12.533333333333333
A,gaussian_noise,none,6,1527,1215,79.56777996070727
A,gaussian_noise,none,7,1508,139,9.217506631299734
A,gaussian_noise,none,8,1502,926,61.651131824234355
A,gaussian_noise,none,9,1508,0,0.0
A,gaussian_noise,clean_identity,0,1516,189,12.467018469656992
A,gaussian_noise,clean_identity,1,1495,1270,84.94983277591973
A,gaussian_noise,clean_identity,2,1509,539,35.71901921802518
A,gaussian_noise,clean_identity,3,1482,157,10.59379217273954
A,gaussian_noise,clean_identity,4,1492,1,0.06702412868632708
A,gaussian_noise,clean_identity,5,1500,188,12.533333333333333
A,gaussian_noise,clean_identity,6,1527,1215,79.56777996070727
A,gaussian_noise,clean_identity,7,1508,139,9.217506631299734
A,gaussian_noise,clean_identity,8,1502,926,61.651131824234355
A,gaussian_noise,clean_identity,9,1508,0,0.0
A,gaussian_noise,correct_pair,0,1516,271,17.87598944591029
A,gaussian_noise,correct_pair,1,1495,1114,74.51505016722408
A,gaussian_noise,correct_pair,2,1509,696,46.12326043737575
A,gaussian_noise,correct_pair,3,1482,186,12.550607287449393
A,gaussian_noise,correct_pair,4,1492,4,0.2680965147453083
A,gaussian_noise,correct_pair,5,1500,238,15.866666666666667
A,gaussian_noise,correct_pair,6,1527,1175,76.94826457105435
A,gaussian_noise,correct_pair,7,1508,168,11.140583554376658
A,gaussian_noise,correct_pair,8,1502,1047,69.70705725699068
A,gaussian_noise,correct_pair,9,1508,0,0.0
A,gaussian_noise,same_class_derangement,0,1516,0,0.0
A,gaussian_noise,same_class_derangement,1,1495,1461,97.72575250836121
A,gaussian_noise,same_class_derangement,2,1509,148,9.807819748177602
A,gaussian_noise,same_class_derangement,3,1482,0,0.0
A,gaussian_noise,same_class_derangement,4,1492,0,0.0
A,gaussian_noise,same_class_derangement,5,1500,0,0.0
A,gaussian_noise,same_class_derangement,6,1527,336,22.00392927308448
A,gaussian_noise,same_class_derangement,7,1508,0,0.0
A,gaussian_noise,same_class_derangement,8,1502,0,0.0
A,gaussian_noise,same_class_derangement,9,1508,0,0.0
A,gaussian_noise,cross_class_derangement,0,1516,0,0.0
A,gaussian_noise,cross_class_derangement,1,1495,1477,98.79598662207358
A,gaussian_noise,cross_class_derangement,2,1509,440,29.158383035122597
A,gaussian_noise,cross_class_derangement,3,1482,17,1.147098515519568
A,gaussian_noise,cross_class_derangement,4,1492,0,0.0
A,gaussian_noise,cross_class_derangement,5,1500,0,0.0
A,gaussian_noise,cross_class_derangement,6,1527,604,39.554682383759
A,gaussian_noise,cross_class_derangement,7,1508,0,0.0
A,gaussian_noise,cross_class_derangement,8,1502,13,0.8655126498002663
A,gaussian_noise,cross_class_derangement,9,1508,0,0.0
A,gaussian_noise,wrong_alt_source,0,1516,149,9.82849604221636
A,gaussian_noise,wrong_alt_source,1,1495,977,65.35117056856187
A,gaussian_noise,wrong_alt_source,2,1509,267,17.693836978131213
A,gaussian_noise,wrong_alt_source,3,1482,178,12.010796221322536
A,gaussian_noise,wrong_alt_source,4,1492,0,0.0
A,gaussian_noise,wrong_alt_source,5,1500,856,57.06666666666667
A,gaussian_noise,wrong_alt_source,6,1527,896,58.67714472822528
A,gaussian_noise,wrong_alt_source,7,1508,350,23.20954907161804
A,gaussian_noise,wrong_alt_source,8,1502,901,59.986684420772306
A,gaussian_noise,wrong_alt_source,9,1508,0,0.0
A,gaussian_noise,noise_source,0,1516,0,0.0
A,gaussian_noise,noise_source,1,1495,1478,98.8628762541806
A,gaussian_noise,noise_source,2,1509,68,4.506295559973492
A,gaussian_noise,noise_source,3,1482,0,0.0
A,gaussian_noise,noise_source,4,1492,0,0.0
A,gaussian_noise,noise_source,5,1500,0,0.0
A,gaussian_noise,noise_source,6,1527,0,0.0
A,gaussian_noise,noise_source,7,1508,0,0.0
A,gaussian_noise,noise_source,8,1502,0,0.0
A,gaussian_noise,noise_source,9,1508,0,0.0
A,gaussian_blur,none,0,1516,245,16.160949868073878
A,gaussian_blur,none,1,1495,732,48.96321070234114
A,gaussian_blur,none,2,1509,872,57.78661365142479
A,gaussian_blur,none,3,1482,194,13.090418353576249
A,gaussian_blur,none,4,1492,5,0.3351206434316354
A,gaussian_blur,none,5,1500,221,14.733333333333333
A,gaussian_blur,none,6,1527,1162,76.09692206941716
A,gaussian_blur,none,7,1508,157,10.411140583554376
A,gaussian_blur,none,8,1502,1073,71.43808255659121
A,gaussian_blur,none,9,1508,0,0.0
A,gaussian_blur,clean_identity,0,1516,245,16.160949868073878
A,gaussian_blur,clean_identity,1,1495,732,48.96321070234114
A,gaussian_blur,clean_identity,2,1509,872,57.78661365142479
A,gaussian_blur,clean_identity,3,1482,194,13.090418353576249
A,gaussian_blur,clean_identity,4,1492,5,0.3351206434316354
A,gaussian_blur,clean_identity,5,1500,221,14.733333333333333
A,gaussian_blur,clean_identity,6,1527,1162,76.09692206941716
A,gaussian_blur,clean_identity,7,1508,157,10.411140583554376
A,gaussian_blur,clean_identity,8,1502,1073,71.43808255659121
A,gaussian_blur,clean_identity,9,1508,0,0.0
A,gaussian_blur,correct_pair,0,1516,238,15.699208443271768
A,gaussian_blur,correct_pair,1,1495,1134,75.85284280936455
A,gaussian_blur,correct_pair,2,1509,685,45.39430086149768
A,gaussian_blur,correct_pair,3,1482,235,15.856950067476383
A,gaussian_blur,correct_pair,4,1492,4,0.2680965147453083
A,gaussian_blur,correct_pair,5,1500,226,15.066666666666666
A,gaussian_blur,correct_pair,6,1527,1199,78.5199738048461
A,gaussian_blur,correct_pair,7,1508,231,15.318302387267904
A,gaussian_blur,correct_pair,8,1502,1029,68.508655126498
A,gaussian_blur,correct_pair,9,1508,0,0.0
A,gaussian_blur,same_class_derangement,0,1516,0,0.0
A,gaussian_blur,same_class_derangement,1,1495,1448,96.8561872909699
A,gaussian_blur,same_class_derangement,2,1509,141,9.343936381709742
A,gaussian_blur,same_class_derangement,3,1482,0,0.0
A,gaussian_blur,same_class_derangement,4,1492,0,0.0
A,gaussian_blur,same_class_derangement,5,1500,0,0.0
A,gaussian_blur,same_class_derangement,6,1527,360,23.575638506876228
A,gaussian_blur,same_class_derangement,7,1508,0,0.0
A,gaussian_blur,same_class_derangement,8,1502,0,0.0
A,gaussian_blur,same_class_derangement,9,1508,0,0.0
A,gaussian_blur,cross_class_derangement,0,1516,0,0.0
A,gaussian_blur,cross_class_derangement,1,1495,1471,98.39464882943143
A,gaussian_blur,cross_class_derangement,2,1509,425,28.16434724983433
A,gaussian_blur,cross_class_derangement,3,1482,12,0.8097165991902834
A,gaussian_blur,cross_class_derangement,4,1492,0,0.0
A,gaussian_blur,cross_class_derangement,5,1500,0,0.0
A,gaussian_blur,cross_class_derangement,6,1527,793,51.93189259986902
A,gaussian_blur,cross_class_derangement,7,1508,0,0.0
A,gaussian_blur,cross_class_derangement,8,1502,10,0.6657789613848203
A,gaussian_blur,cross_class_derangement,9,1508,0,0.0
A,gaussian_blur,wrong_alt_source,0,1516,261,17.21635883905013
A,gaussian_blur,wrong_alt_source,1,1495,1382,92.44147157190635
A,gaussian_blur,wrong_alt_source,2,1509,429,28.429423459244532
A,gaussian_blur,wrong_alt_source,3,1482,251,16.936572199730094
A,gaussian_blur,wrong_alt_source,4,1492,0,0.0
A,gaussian_blur,wrong_alt_source,5,1500,261,17.4
A,gaussian_blur,wrong_alt_source,6,1527,786,51.47347740667976
A,gaussian_blur,wrong_alt_source,7,1508,316,20.954907161803714
A,gaussian_blur,wrong_alt_source,8,1502,798,53.129161118508655
A,gaussian_blur,wrong_alt_source,9,1508,0,0.0
A,gaussian_blur,noise_source,0,1516,0,0.0
A,gaussian_blur,noise_source,1,1495,1484,99.26421404682274
A,gaussian_blur,noise_source,2,1509,41,2.7170311464546058
A,gaussian_blur,noise_source,3,1482,0,0.0
A,gaussian_blur,noise_source,4,1492,0,0.0
A,gaussian_blur,noise_source,5,1500,0,0.0
A,gaussian_blur,noise_source,6,1527,0,0.0
A,gaussian_blur,noise_source,7,1508,0,0.0
A,gaussian_blur,noise_source,8,1502,0,0.0
A,gaussian_blur,noise_source,9,1508,0,0.0
B,brightness_dark,none,0,1516,3,0.19788918205804748
B,brightness_dark,none,1,1495,319,21.337792642140467
B,brightness_dark,none,2,1509,1282,84.95692511597085
B,brightness_dark,none,3,1482,37,2.496626180836707
B,brightness_dark,none,4,1492,0,0.0
B,brightness_dark,none,5,1500,0,0.0
B,brightness_dark,none,6,1527,831,54.420432220039295
B,brightness_dark,none,7,1508,0,0.0
B,brightness_dark,none,8,1502,181,12.050599201065246
B,brightness_dark,none,9,1508,0,0.0
B,brightness_dark,clean_identity,0,1516,3,0.19788918205804748
B,brightness_dark,clean_identity,1,1495,319,21.337792642140467
B,brightness_dark,clean_identity,2,1509,1282,84.95692511597085
B,brightness_dark,clean_identity,3,1482,37,2.496626180836707
B,brightness_dark,clean_identity,4,1492,0,0.0
B,brightness_dark,clean_identity,5,1500,0,0.0
B,brightness_dark,clean_identity,6,1527,831,54.420432220039295
B,brightness_dark,clean_identity,7,1508,0,0.0
B,brightness_dark,clean_identity,8,1502,181,12.050599201065246
B,brightness_dark,clean_identity,9,1508,0,0.0
B,brightness_dark,correct_pair,0,1516,265,17.480211081794195
B,brightness_dark,correct_pair,1,1495,1194,79.86622073578596
B,brightness_dark,correct_pair,2,1509,805,53.346587143803845
B,brightness_dark,correct_pair,3,1482,251,16.936572199730094
B,brightness_dark,correct_pair,4,1492,4,0.2680965147453083
B,brightness_dark,correct_pair,5,1500,83,5.533333333333333
B,brightness_dark,correct_pair,6,1527,1088,71.25081859855926
B,brightness_dark,correct_pair,7,1508,230,15.251989389920425
B,brightness_dark,correct_pair,8,1502,966,64.31424766977364
B,brightness_dark,correct_pair,9,1508,0,0.0
B,brightness_dark,same_class_derangement,0,1516,0,0.0
B,brightness_dark,same_class_derangement,1,1495,1198,80.13377926421404
B,brightness_dark,same_class_derangement,2,1509,844,55.93108018555335
B,brightness_dark,same_class_derangement,3,1482,95,6.410256410256411
B,brightness_dark,same_class_derangement,4,1492,0,0.0
B,brightness_dark,same_class_derangement,5,1500,0,0.0
B,brightness_dark,same_class_derangement,6,1527,1073,70.26850032743943
B,brightness_dark,same_class_derangement,7,1508,0,0.0
B,brightness_dark,same_class_derangement,8,1502,128,8.5219707057257
B,brightness_dark,same_class_derangement,9,1508,0,0.0
B,brightness_dark,cross_class_derangement,0,1516,0,0.0
B,brightness_dark,cross_class_derangement,1,1495,202,13.511705685618729
B,brightness_dark,cross_class_derangement,2,1509,368,24.3870112657389
B,brightness_dark,cross_class_derangement,3,1482,0,0.0
B,brightness_dark,cross_class_derangement,4,1492,0,0.0
B,brightness_dark,cross_class_derangement,5,1500,0,0.0
B,brightness_dark,cross_class_derangement,6,1527,1213,79.43680419122462
B,brightness_dark,cross_class_derangement,7,1508,0,0.0
B,brightness_dark,cross_class_derangement,8,1502,0,0.0
B,brightness_dark,cross_class_derangement,9,1508,0,0.0
B,brightness_dark,wrong_alt_source,0,1516,2,0.13192612137203166
B,brightness_dark,wrong_alt_source,1,1495,167,11.17056856187291
B,brightness_dark,wrong_alt_source,2,1509,1362,90.25844930417495
B,brightness_dark,wrong_alt_source,3,1482,30,2.0242914979757085
B,brightness_dark,wrong_alt_source,4,1492,0,0.0
B,brightness_dark,wrong_alt_source,5,1500,0,0.0
B,brightness_dark,wrong_alt_source,6,1527,630,41.2573673870334
B,brightness_dark,wrong_alt_source,7,1508,0,0.0
B,brightness_dark,wrong_alt_source,8,1502,151,10.053262316910786
B,brightness_dark,wrong_alt_source,9,1508,0,0.0
B,brightness_dark,noise_source,0,1516,0,0.0
B,brightness_dark,noise_source,1,1495,0,0.0
B,brightness_dark,noise_source,2,1509,1509,100.0
B,brightness_dark,noise_source,3,1482,0,0.0
B,brightness_dark,noise_source,4,1492,0,0.0
B,brightness_dark,noise_source,5,1500,0,0.0
B,brightness_dark,noise_source,6,1527,0,0.0
B,brightness_dark,noise_source,7,1508,0,0.0
B,brightness_dark,noise_source,8,1502,0,0.0
B,brightness_dark,noise_source,9,1508,0,0.0
B,contrast_low,none,0,1516,125,8.24538258575198
B,contrast_low,none,1,1495,89,5.953177257525083
B,contrast_low,none,2,1509,910,60.30483764082174
B,contrast_low,none,3,1482,10,0.6747638326585695
B,contrast_low,none,4,1492,0,0.0
B,contrast_low,none,5,1500,23,1.5333333333333334
B,contrast_low,none,6,1527,1156,75.70399476096922
B,contrast_low,none,7,1508,0,0.0
B,contrast_low,none,8,1502,708,47.13715046604527
B,contrast_low,none,9,1508,0,0.0
B,contrast_low,clean_identity,0,1516,125,8.24538258575198
B,contrast_low,clean_identity,1,1495,89,5.953177257525083
B,contrast_low,clean_identity,2,1509,910,60.30483764082174
B,contrast_low,clean_identity,3,1482,10,0.6747638326585695
B,contrast_low,clean_identity,4,1492,0,0.0
B,contrast_low,clean_identity,5,1500,23,1.5333333333333334
B,contrast_low,clean_identity,6,1527,1156,75.70399476096922
B,contrast_low,clean_identity,7,1508,0,0.0
B,contrast_low,clean_identity,8,1502,708,47.13715046604527
B,contrast_low,clean_identity,9,1508,0,0.0
B,contrast_low,correct_pair,0,1516,152,10.026385224274406
B,contrast_low,correct_pair,1,1495,1058,70.76923076923077
B,contrast_low,correct_pair,2,1509,601,39.82770046388337
B,contrast_low,correct_pair,3,1482,130,8.771929824561404
B,contrast_low,correct_pair,4,1492,0,0.0
B,contrast_low,correct_pair,5,1500,104,6.933333333333334
B,contrast_low,correct_pair,6,1527,1167,76.42436149312377
B,contrast_low,correct_pair,7,1508,46,3.050397877984085
B,contrast_low,correct_pair,8,1502,981,65.31291611185087
B,contrast_low,correct_pair,9,1508,0,0.0
B,contrast_low,same_class_derangement,0,1516,0,0.0
B,contrast_low,same_class_derangement,1,1495,918,61.40468227424749
B,contrast_low,same_class_derangement,2,1509,605,40.09277667329357
B,contrast_low,same_class_derangement,3,1482,36,2.42914979757085
B,contrast_low,same_class_derangement,4,1492,0,0.0
B,contrast_low,same_class_derangement,5,1500,0,0.0
B,contrast_low,same_class_derangement,6,1527,1204,78.84741322855272
B,contrast_low,same_class_derangement,7,1508,0,0.0
B,contrast_low,same_class_derangement,8,1502,260,17.310252996005325
B,contrast_low,same_class_derangement,9,1508,0,0.0
B,contrast_low,cross_class_derangement,0,1516,0,0.0
B,contrast_low,cross_class_derangement,1,1495,320,21.40468227424749
B,contrast_low,cross_class_derangement,2,1509,133,8.81378396288933
B,contrast_low,cross_class_derangement,3,1482,31,2.0917678812415654
B,contrast_low,cross_class_derangement,4,1492,0,0.0
B,contrast_low,cross_class_derangement,5,1500,0,0.0
B,contrast_low,cross_class_derangement,6,1527,1372,89.84937786509495
B,contrast_low,cross_class_derangement,7,1508,0,0.0
B,contrast_low,cross_class_derangement,8,1502,0,0.0
B,contrast_low,cross_class_derangement,9,1508,0,0.0
B,contrast_low,wrong_alt_source,0,1516,95,6.266490765171504
B,contrast_low,wrong_alt_source,1,1495,419,28.02675585284281
B,contrast_low,wrong_alt_source,2,1509,691,45.79191517561299
B,contrast_low,wrong_alt_source,3,1482,31,2.0917678812415654
B,contrast_low,wrong_alt_source,4,1492,0,0.0
B,contrast_low,wrong_alt_source,5,1500,38,2.533333333333333
B,contrast_low,wrong_alt_source,6,1527,1269,83.10412573673871
B,contrast_low,wrong_alt_source,7,1508,0,0.0
B,contrast_low,wrong_alt_source,8,1502,888,59.12117177097204
B,contrast_low,wrong_alt_source,9,1508,0,0.0
B,contrast_low,noise_source,0,1516,0,0.0
B,contrast_low,noise_source,1,1495,0,0.0
B,contrast_low,noise_source,2,1509,1186,78.5950960901259
B,contrast_low,noise_source,3,1482,1,0.06747638326585695
B,contrast_low,noise_source,4,1492,0,0.0
B,contrast_low,noise_source,5,1500,0,0.0
B,contrast_low,noise_source,6,1527,130,8.513425016371972
B,contrast_low,noise_source,7,1508,0,0.0
B,contrast_low,noise_source,8,1502,0,0.0
B,contrast_low,noise_source,9,1508,0,0.0
B,gaussian_noise,none,0,1516,189,12.467018469656992
B,gaussian_noise,none,1,1495,1270,84.94983277591973
B,gaussian_noise,none,2,1509,539,35.71901921802518
B,gaussian_noise,none,3,1482,157,10.59379217273954
B,gaussian_noise,none,4,1492,1,0.06702412868632708
B,gaussian_noise,none,5,1500,188,12.533333333333333
B,gaussian_noise,none,6,1527,1215,79.56777996070727
B,gaussian_noise,none,7,1508,139,9.217506631299734
B,gaussian_noise,none,8,1502,926,61.651131824234355
B,gaussian_noise,none,9,1508,0,0.0
B,gaussian_noise,clean_identity,0,1516,189,12.467018469656992
B,gaussian_noise,clean_identity,1,1495,1270,84.94983277591973
B,gaussian_noise,clean_identity,2,1509,539,35.71901921802518
B,gaussian_noise,clean_identity,3,1482,157,10.59379217273954
B,gaussian_noise,clean_identity,4,1492,1,0.06702412868632708
B,gaussian_noise,clean_identity,5,1500,188,12.533333333333333
B,gaussian_noise,clean_identity,6,1527,1215,79.56777996070727
B,gaussian_noise,clean_identity,7,1508,139,9.217506631299734
B,gaussian_noise,clean_identity,8,1502,926,61.651131824234355
B,gaussian_noise,clean_identity,9,1508,0,0.0
B,gaussian_noise,correct_pair,0,1516,260,17.150395778364118
B,gaussian_noise,correct_pair,1,1495,1111,74.31438127090301
B,gaussian_noise,correct_pair,2,1509,680,45.06295559973493
B,gaussian_noise,correct_pair,3,1482,194,13.090418353576249
B,gaussian_noise,correct_pair,4,1492,3,0.20107238605898123
B,gaussian_noise,correct_pair,5,1500,242,16.133333333333333
B,gaussian_noise,correct_pair,6,1527,1188,77.79960707269156
B,gaussian_noise,correct_pair,7,1508,166,11.007957559681698
B,gaussian_noise,correct_pair,8,1502,1041,69.30758988015978
B,gaussian_noise,correct_pair,9,1508,0,0.0
B,gaussian_noise,same_class_derangement,0,1516,0,0.0
B,gaussian_noise,same_class_derangement,1,1495,951,63.61204013377927
B,gaussian_noise,same_class_derangement,2,1509,676,44.79787939032472
B,gaussian_noise,same_class_derangement,3,1482,175,11.808367071524966
B,gaussian_noise,same_class_derangement,4,1492,0,0.0
B,gaussian_noise,same_class_derangement,5,1500,0,0.0
B,gaussian_noise,same_class_derangement,6,1527,1211,79.30582842174198
B,gaussian_noise,same_class_derangement,7,1508,0,0.0
B,gaussian_noise,same_class_derangement,8,1502,302,20.10652463382157
B,gaussian_noise,same_class_derangement,9,1508,0,0.0
B,gaussian_noise,cross_class_derangement,0,1516,0,0.0
B,gaussian_noise,cross_class_derangement,1,1495,191,12.775919732441471
B,gaussian_noise,cross_class_derangement,2,1509,353,23.39297548045063
B,gaussian_noise,cross_class_derangement,3,1482,0,0.0
B,gaussian_noise,cross_class_derangement,4,1492,0,0.0
B,gaussian_noise,cross_class_derangement,5,1500,0,0.0
B,gaussian_noise,cross_class_derangement,6,1527,1267,82.97314996725606
B,gaussian_noise,cross_class_derangement,7,1508,0,0.0
B,gaussian_noise,cross_class_derangement,8,1502,0,0.0
B,gaussian_noise,cross_class_derangement,9,1508,0,0.0
B,gaussian_noise,wrong_alt_source,0,1516,141,9.300791556728232
B,gaussian_noise,wrong_alt_source,1,1495,964,64.48160535117057
B,gaussian_noise,wrong_alt_source,2,1509,295,19.54937044400265
B,gaussian_noise,wrong_alt_source,3,1482,174,11.740890688259109
B,gaussian_noise,wrong_alt_source,4,1492,0,0.0
B,gaussian_noise,wrong_alt_source,5,1500,887,59.13333333333333
B,gaussian_noise,wrong_alt_source,6,1527,866,56.71250818598559
B,gaussian_noise,wrong_alt_source,7,1508,361,23.93899204244032
