client,bank,context,iterations,updates,trace,converged,cap_hit,direct_KKT,sum_error,objective,initial_objective,active_classes,clipped_coordinates,L1_change,differs_from_BBSE,reference_KKT,reference_objective,prevalence_error,objective_error,old_PGD_cap,old_PGD_iterations,old_PGD_prevalence_error,reference_agreement
1,A,gaussian_noise,4,4,"[{'active': [7, 9], 'minimum': 0.29503922081900025, 'action': 'add', 'coordinate': 0}, {'active': [0, 7, 9], 'minimum': 0.04969846688589419, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 7, 9], 'minimum': 0.03299724641990835, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 7, 9], 'minimum': -0.1850252522882856, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 7], 'minimum': 0.05501143449680474, 'action': 'accept'}]",True,False,2.951740414591786e-17,0.0,0.0012219891253062618,0.001469491696622871,4,0,0.6976895496314024,True,2.951740414591786e-17,0.0012219891253062618,0.0,0.0,False,5408,2.2334833982284863e-10,True
1,A,gaussian_blur,4,4,"[{'active': [7, 9], 'minimum': 0.26913570675633486, 'action': 'add', 'coordinate': 0}, {'active': [0, 7, 9], 'minimum': 0.11723635910246111, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 7, 9], 'minimum': 0.03647534062750826, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 7, 9], 'minimum': -0.08882243247419505, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 7], 'minimum': 0.023851915983056304, 'action': 'accept'}]",True,False,2.4259023609363162e-17,0.0,0.0011332408716255697,0.0020335595633489724,4,0,0.6831710978583683,True,2.4259023609363162e-17,0.0011332408716255697,0.0,0.0,False,5172,1.6053069984423018e-10,True
1,B,clean,4,4,"[{'active': [7, 9], 'minimum': 0.24619540535344087, 'action': 'add', 'coordinate': 0}, {'active': [0, 7, 9], 'minimum': 0.07936778906734754, 'action': 'add', 'coordinate': 6}, {'active': [0, 6, 7, 9], 'minimum': 0.012896389224644726, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 6, 7, 9], 'minimum': -0.15051521225651543, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 6, 7], 'minimum': 0.01394022651777869, 'action': 'accept'}]",True,False,3.176712365382528e-17,0.0,0.0010733563390727897,0.001666243647122275,4,0,0.55590208441844,True,3.176712365382528e-17,0.0010733563390727897,0.0,0.0,False,1985,4.0784042809605126e-11,True
1,B,brightness_dark,5,5,"[{'active': [2, 3, 7, 9], 'minimum': -0.19046476760509828, 'action': 'remove', 'coordinate': 3}, {'active': [2, 7, 9], 'minimum': 0.12283887887752754, 'action': 'add', 'coordinate': 0}, {'active': [0, 2, 7, 9], 'minimum': 0.047658420323858315, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 7, 9], 'minimum': -0.8037263041289184, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 7], 'minimum': 0.04522915501092054, 'action': 'add', 'coordinate': 6}, {'active': [0, 1, 2, 6, 7], 'minimum': 0.00382895273176207, 'action': 'accept'}]",True,False,9.75781955236954e-18,0.0,0.0005308105820813109,0.004255448073700654,5,0,0.41795729788830327,True,9.75781955236954e-18,0.0005308105820813109,0.0,0.0,False,3350,1.8214008773442814e-10,True
1,B,contrast_low,2,2,"[{'active': [2, 7, 9], 'minimum': 0.17000007553170784, 'action': 'add', 'coordinate': 1}, {'active': [1, 2, 7, 9], 'minimum': -0.1195436075134836, 'action': 'remove', 'coordinate': 9}, {'active': [1, 2, 7], 'minimum': 0.14243651371111515, 'action': 'accept'}]",True,False,1.7780915628762273e-17,0.0,0.0001133724601627932,0.002347864520266313,3,0,0.28487302742223064,True,1.7780915628762273e-17,0.0001133724601627932,0.0,0.0,False,6474,3.561489991810163e-10,True
1,B,gaussian_noise,4,4,"[{'active': [7, 9], 'minimum': 0.2936604771656916, 'action': 'add', 'coordinate': 0}, {'active': [0, 7, 9], 'minimum': 0.04783437433980009, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 7, 9], 'minimum': 0.028895593378372247, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 7, 9], 'minimum': -0.2049113792732689, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 7], 'minimum': 0.06524082061208085, 'action': 'accept'}]",True,False,2.439454888092385e-17,0.0,0.0012376806839933532,0.001467081146344068,4,0,0.7109948113113533,True,2.439454888092385e-17,0.0012376806839933532,0.0,0.0,False,5406,2.2911328390051722e-10,True
1,B,gaussian_blur,4,4,"[{'active': [7, 9], 'minimum': 0.2683015512301642, 'action': 'add', 'coordinate': 0}, {'active': [0, 7, 9], 'minimum': 0.11649548650188157, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 7, 9], 'minimum': -0.10931220109972069, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 7], 'minimum': 0.1442614684973841, 'action': 'add', 'coordinate': 2}, {'active': [0, 1, 2, 7], 'minimum': 0.011507746730565436, 'action': 'accept'}]",True,False,1.691355389077387e-17,0.0,0.0011597245958431938,0.0021629192074211403,4,0,0.6952335790141765,True,1.691355389077387e-17,0.0011597245958431938,0.0,0.0,False,5030,1.5734247238441412e-10,True
2,A,clean,2,2,"[{'active': [2, 8, 9], 'minimum': 0.0772404136834842, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': 0.014727976226598605, 'action': 'add', 'coordinate': 5}, {'active': [2, 5, 6, 8, 9], 'minimum': 0.006435571415682316, 'action': 'accept'}]",True,False,9.75781955236954e-18,0.0,0.0002144291579995846,0.0011297166086283953,5,0,0.2932493018976298,True,9.75781955236954e-18,0.0002144291579995846,0.0,0.0,False,4045,1.004092746448304e-10,True
2,A,brightness_dark,4,4,"[{'active': [2, 8, 9], 'minimum': 0.08337432955265328, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': -0.01398043484865881, 'action': 'remove', 'coordinate': 2}, {'active': [6, 8, 9], 'minimum': 0.08063632927661837, 'action': 'add', 'coordinate': 1}, {'active': [1, 6, 8, 9], 'minimum': 0.013634199220369389, 'action': 'add', 'coordinate': 5}, {'active': [1, 5, 6, 8, 9], 'minimum': 0.012625059059107912, 'action': 'accept'}]",True,False,4.098284211995207e-17,0.0,0.0001706265729593229,0.0009894264020442495,5,0,0.3162091718062937,True,4.098284211995207e-17,0.0001706265729593229,0.0,0.0,True,20000,0.013668146108692825,True
2,A,contrast_low,3,3,"[{'active': [2, 8, 9], 'minimum': 0.06103037278933667, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': -0.04630486708600573, 'action': 'remove', 'coordinate': 2}, {'active': [6, 8, 9], 'minimum': 0.10511388019745145, 'action': 'add', 'coordinate': 1}, {'active': [1, 6, 8, 9], 'minimum': 0.06704079658186107, 'action': 'accept'}]",True,False,4.0766001685454967e-17,0.0,0.00028434251368409714,0.0013008638854700235,4,0,0.3648265534574371,True,4.0766001685454967e-17,0.00028434251368409714,0.0,0.0,True,20000,2.0824951794118363e-06,True
2,A,gaussian_noise,4,4,"[{'active': [2, 8, 9], 'minimum': 0.0665669397226451, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': 0.0044764126149956646, 'action': 'add', 'coordinate': 5}, {'active': [2, 5, 6, 8, 9], 'minimum': -0.01374557753496915, 'action': 'remove', 'coordinate': 2}, {'active': [5, 6, 8, 9], 'minimum': 0.012060012361292359, 'action': 'add', 'coordinate': 1}, {'active': [1, 5, 6, 8, 9], 'minimum': 0.021607267884774156, 'action': 'accept'}]",True,False,3.3393426912553537e-17,0.0,0.00019162307662453439,0.0013903698636583669,5,0,0.3241987136974738,True,3.3393426912553537e-17,0.00019162307662453439,0.0,0.0,True,20000,2.4462930284019357e-05,True
2,A,gaussian_blur,4,4,"[{'active': [2, 8, 9], 'minimum': 0.10077010067466549, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': 0.04039964618799461, 'action': 'add', 'coordinate': 5}, {'active': [2, 5, 6, 8, 9], 'minimum': -0.0066987831864822045, 'action': 'remove', 'coordinate': 2}, {'active': [5, 6, 8, 9], 'minimum': 0.044226358801797656, 'action': 'add', 'coordinate': 3}, {'active': [3, 5, 6, 8, 9], 'minimum': 0.024955686017907094, 'action': 'accept'}]",True,False,3.621235256101585e-17,0.0,0.00014150808164136377,0.0005202895874894328,5,0,0.2836989564115589,True,3.621235256101585e-17,0.00014150808164136377,0.0,0.0,True,20000,3.852434774534452e-06,True
2,B,clean,2,2,"[{'active': [2, 8, 9], 'minimum': 0.0772404136834842, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': 0.014727976226598605, 'action': 'add', 'coordinate': 5}, {'active': [2, 5, 6, 8, 9], 'minimum': 0.006435571415682316, 'action': 'accept'}]",True,False,9.75781955236954e-18,0.0,0.0002144291579995846,0.0011297166086283953,5,0,0.2932493018976298,True,9.75781955236954e-18,0.0002144291579995846,0.0,0.0,False,4045,1.004092746448304e-10,True
2,B,brightness_dark,4,4,"[{'active': [2, 8, 9], 'minimum': 0.0820907307828314, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': -0.013863450634720359, 'action': 'remove', 'coordinate': 2}, {'active': [6, 8, 9], 'minimum': 0.07959389784883916, 'action': 'add', 'coordinate': 1}, {'active': [1, 6, 8, 9], 'minimum': 0.014744292952228857, 'action': 'add', 'coordinate': 5}, {'active': [1, 5, 6, 8, 9], 'minimum': 0.015983606863929, 'action': 'accept'}]",True,False,6.483528991463317e-17,0.0,0.00017514088953132784,0.001052996087028578,5,0,0.3565357839793488,True,6.483528991463317e-17,0.00017514088953132784,0.0,0.0,True,20000,0.017220785539332373,True
2,B,contrast_low,4,4,"[{'active': [2, 5, 8, 9], 'minimum': 0.01431361933041854, 'action': 'add', 'coordinate': 6}, {'active': [2, 5, 6, 8, 9], 'minimum': -0.08460016124720038, 'action': 'remove', 'coordinate': 2}, {'active': [5, 6, 8, 9], 'minimum': -0.03577977096496002, 'action': 'remove', 'coordinate': 5}, {'active': [6, 8, 9], 'minimum': 0.11477562932617245, 'action': 'add', 'coordinate': 1}, {'active': [1, 6, 8, 9], 'minimum': 0.0842871414025298, 'action': 'accept'}]",True,False,2.0816681711721685e-17,0.0,0.0002477209538586556,0.0013561238310510983,4,0,0.4233356657968232,True,2.0816681711721685e-17,0.0002477209538586556,0.0,0.0,True,20000,1.2061379521144389e-05,True
2,B,gaussian_noise,4,4,"[{'active': [2, 8, 9], 'minimum': 0.06570048328018341, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': 0.0036876149324903476, 'action': 'add', 'coordinate': 5}, {'active': [2, 5, 6, 8, 9], 'minimum': -0.013478746094217973, 'action': 'remove', 'coordinate': 2}, {'active': [5, 6, 8, 9], 'minimum': 0.010808411536056176, 'action': 'add', 'coordinate': 1}, {'active': [1, 5, 6, 8, 9], 'minimum': 0.021226557271202852, 'action': 'accept'}]",True,False,4.2717565595928875e-17,0.0,0.00018069354907483402,0.0014906752100709076,5,0,0.3341504154128922,True,4.2717565595928875e-17,0.00018069354907483402,0.0,0.0,True,20000,2.66152195878e-05,True
2,B,gaussian_blur,4,4,"[{'active': [2, 8, 9], 'minimum': 0.10148678687455237, 'action': 'add', 'coordinate': 6}, {'active': [2, 6, 8, 9], 'minimum': 0.041909906809683886, 'action': 'add', 'coordinate': 5}, {'active': [2, 5, 6, 8, 9], 'minimum': -0.007094563742204067, 'action': 'remove', 'coordinate': 2}, {'active': [5, 6, 8, 9], 'minimum': 0.04301270598635586, 'action': 'add', 'coordinate': 3}, {'active': [3, 5, 6, 8, 9], 'minimum': 0.027738758425037733, 'action': 'accept'}]",True,False,2.1467203015212988e-17,0.0,0.00013668863299383903,0.00047814810915979233,5,0,0.2770117565395685,True,2.1467203015212988e-17,0.00013668863299383903,0.0,0.0,True,20000,3.4645251135653754e-06,True
3,A,clean,0,0,"[{'active': [0, 1], 'minimum': 0.036947599343639594, 'action': 'accept'}]",True,False,2.7755575615628914e-17,0.0,0.0012454556225911385,0.0013121878419906574,2,0,0.0554879651475618,True,2.7755575615628914e-17,0.0012454556225911385,0.0,0.0,False,334,1.4768311573654103e-11,True
3,A,brightness_dark,2,2,"[{'active': [0, 4], 'minimum': -0.09593479376632824, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 8}, {'active': [0, 8], 'minimum': 0.07819565377079513, 'action': 'accept'}]",True,False,1.734723475976807e-18,0.0,0.001248861801033254,0.0022354950332949697,2,0,0.1563913075415903,True,1.734723475976807e-18,0.001248861801033254,0.0,0.0,False,2107,1.0455070142967315e-10,True
3,A,contrast_low,3,3,"[{'active': [0, 4], 'minimum': -0.20385303691950038, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 1}, {'active': [0, 1], 'minimum': 0.1324221590340876, 'action': 'add', 'coordinate': 8}, {'active': [0, 1, 8], 'minimum': 0.07638756817568569, 'action': 'accept'}]",True,False,2.949029909160572e-17,0.0,0.0018154849353221912,0.016330184359204306,3,0,1.0055880092510647,True,2.949029909160572e-17,0.0018154849353221912,0.0,0.0,False,3466,1.6110907052890866e-10,True
3,A,gaussian_noise,2,2,"[{'active': [0, 4], 'minimum': -0.05933599406424098, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 1}, {'active': [0, 1], 'minimum': 0.037183434457492504, 'action': 'accept'}]",True,False,8.673617379884035e-19,0.0,0.0010667850587098447,0.0015474136620069747,2,0,0.07436686891498495,True,8.673617379884035e-19,0.0010667850587098447,0.0,0.0,False,400,1.8057888517830634e-11,True
3,A,gaussian_blur,2,2,"[{'active': [0, 4], 'minimum': -0.09453702645054901, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 1}, {'active': [0, 1], 'minimum': 0.09514677963958212, 'action': 'accept'}]",True,False,2.0816681711721685e-17,0.0,0.0012068372108653164,0.002579692251936324,2,0,0.1902935592791643,True,2.0816681711721685e-17,0.0012068372108653164,0.0,0.0,False,416,1.7859047574120268e-11,True
3,B,clean,0,0,"[{'active': [0, 1], 'minimum': 0.036947599343639594, 'action': 'accept'}]",True,False,2.7755575615628914e-17,0.0,0.0012454556225911385,0.0013121878419906574,2,0,0.0554879651475618,True,2.7755575615628914e-17,0.0012454556225911385,0.0,0.0,False,334,1.4768311573654103e-11,True
3,B,brightness_dark,2,2,"[{'active': [0, 4], 'minimum': -0.09765470691964317, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 8}, {'active': [0, 8], 'minimum': 0.08508217919566324, 'action': 'accept'}]",True,False,6.938893903907228e-18,0.0,0.0012511644917237537,0.0023717283284796662,2,0,0.17016435839132665,True,6.938893903907228e-18,0.0012511644917237537,0.0,0.0,False,2058,1.0134550143536813e-10,True
3,B,contrast_low,3,3,"[{'active': [0, 4], 'minimum': -0.2197697483269832, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 1}, {'active': [0, 1], 'minimum': 0.15088941055015184, 'action': 'add', 'coordinate': 8}, {'active': [0, 1, 8], 'minimum': 0.08190710319638576, 'action': 'accept'}]",True,False,1.5612511283791264e-17,0.0,0.0016580289358103517,0.018914651745961415,3,0,1.167329357506504,True,1.5612511283791264e-17,0.0016580289358103517,0.0,0.0,False,3945,1.8286205882844797e-10,True
3,B,gaussian_noise,2,2,"[{'active': [0, 4], 'minimum': -0.06361937288745971, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 1}, {'active': [0, 1], 'minimum': 0.038749642784662426, 'action': 'accept'}]",True,False,1.9081958235744878e-17,0.0,0.0010792557251520808,0.0016165531400456744,2,0,0.0774992855693249,True,1.9081958235744878e-17,0.0010792557251520808,0.0,0.0,False,410,1.919528425098349e-11,True
3,B,gaussian_blur,2,2,"[{'active': [0, 4], 'minimum': -0.09259256009146226, 'action': 'remove', 'coordinate': 4}, {'active': [0], 'minimum': 1.0, 'action': 'add', 'coordinate': 1}, {'active': [0, 1], 'minimum': 0.09240648294684727, 'action': 'accept'}]",True,False,0.0,0.0,0.0011967793071478976,0.002539304483501177,2,0,0.18481296589369445,True,0.0,0.0011967793071478976,0.0,0.0,False,409,1.766931045921183e-11,True
4,A,clean,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.3526801789204564, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.17356949908867894, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.15288632821732234, 'action': 'accept'}]",True,False,1.3010426069826053e-17,0.0,0.0013778670351558052,0.05603194750175027,4,0,1.629330734503848,True,1.3010426069826053e-17,0.0013778670351558052,0.0,0.0,False,3691,1.784566106000085e-10,True
4,A,brightness_dark,6,6,"[{'active': [3, 9], 'minimum': 0.32777298515966913, 'action': 'add', 'coordinate': 0}, {'active': [0, 3, 9], 'minimum': 0.1464280601371647, 'action': 'add', 'coordinate': 7}, {'active': [0, 3, 7, 9], 'minimum': 0.10843045282987013, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 7, 8, 9], 'minimum': -0.09466031360044308, 'action': 'remove', 'coordinate': 0}, {'active': [3, 7, 8, 9], 'minimum': 0.13128743667917359, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 7, 8, 9], 'minimum': -0.9990264086380786, 'action': 'remove', 'coordinate': 3}, {'active': [5, 7, 8, 9], 'minimum': 0.15040484157200532, 'action': 'accept'}]",True,False,3.2959746043559335e-17,0.0,0.0014372633833348713,0.02958883990259479,4,0,1.6841150224242127,True,3.2959746043559335e-17,0.0014372633833348713,0.0,0.0,False,5812,2.705124457769159e-10,True
4,A,contrast_low,6,6,"[{'active': [3, 9], 'minimum': 0.3360912188603083, 'action': 'add', 'coordinate': 8}, {'active': [3, 8, 9], 'minimum': 0.06672432434509318, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 8, 9], 'minimum': -0.31402234391808603, 'action': 'remove', 'coordinate': 3}, {'active': [5, 8, 9], 'minimum': -0.005389344823387102, 'action': 'remove', 'coordinate': 9}, {'active': [5, 8], 'minimum': 0.3099131530925028, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8], 'minimum': 0.07113294837278115, 'action': 'add', 'coordinate': 0}, {'active': [0, 5, 7, 8], 'minimum': 0.012109088673437518, 'action': 'accept'}]",True,False,1.951563910473908e-17,0.0,0.0005957288793856061,0.039693963987122,4,0,2.0,True,1.951563910473908e-17,0.0005957288793856061,0.0,0.0,False,19727,1.0056477595110636e-09,True
4,A,gaussian_noise,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.41296446017959054, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.15073811399386006, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.050402684704149256, 'action': 'accept'}]",True,False,3.122502256758253e-17,0.0,0.0011547599272305805,0.04045059154041788,4,0,1.470399248388062,True,3.122502256758253e-17,0.0011547599272305805,0.0,0.0,False,4374,2.0562170022220272e-10,True
